cluster,selected_feature,annotation_result,annotation_warning,cluster.size,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,level,Formula,Structure,Total.score,Final.score,Title,MS1.count,MSMS.count,PRECURSORMZ,PRECURSORTYPE,Theoretical.mass,Mass.error,Formula.score,Ontology,InChIKey,SMILES,Links,Chow..1,Chow..2,Chow..3,Chow..4,Chow..5,Chow..6,Chow..7,Chow..8,Chow..9,Chow..10,Chow..11,Chow..12,Chow..13,Chow..14,Chow..15,Chow..16,Chow..17,Chow..18,Chow..19,Chow..20,Chow..21,Blank.1,Blank.2,Blank.3,High.Fat..1,High.Fat..2,High.Fat..3,High.Fat..4,High.Fat..5,High.Fat..6,High.Fat..7,High.Fat..8,High.Fat..9,High.Fat..10,High.Fat..11,High.Fat..12,High.Fat..13,High.Fat..14,High.Fat..15,High.Fat..16,High.Fat..17,High.Fat..18,QC.1,QC.2,QC.3,QC.4,QC.5,QC.6,QC.7,MS.MS.spectrum
4671,pos_5101,Unknown compound,,1,pos,5101,5.355,511.2829,[M+H]+,,,,,,,,,,,,,,,,,,0.0104,0.0098,0.0116,0.0167,0.015,0.0164,0.0127,0.0139,0.0122,0.0079,0.008,0.0069,0.0132,0.0118,0.0122,0.0119,0.0104,0.0108,0.0106,0.011,0.0133,0.0112,0.0042,0.0128,0.0455,0.0461,0.0416,0.0127,0.015,0.0138,0.0156,0.0147,0.0157,0.0278,0.0279,0.0311,0.0403,0.0448,0.0441,0.0511,0.0535,0.0547,0.018,0.0152,0.0175,0.0175,0.018,0.0194,0.0167,116.06907:28 142.93604:144 494.39294:12 511.29736:70 511.35278:10
4672,pos_6118,Unknown compound,,2,pos,6118,4.306,551.42126,[M+H+K]+,,,,,,,,,,,,,,,,,,0.0016,0.0011,8e-4,0.002,0.0039,0.001,9e-4,9e-4,0.0021,0.0015,0.0028,0.0024,0.0023,0.0021,0.002,0.0301,0.0261,0.031,0.0417,0.0428,0.0432,0.0011,0.013,0.0092,0.0024,0.0061,0.0042,0.0029,0.0018,0.0016,0.004,0.0036,0.0072,0.0033,0.0035,0.0036,0.0026,0.0041,0.0049,0.0046,0.0053,0.0018,0.0068,0.0067,0.0065,0.007,0.0069,0.0069,0.0075,57.07121:163 81.07055:261 88.02065:96 105.0703:54 109.44433:12 120.64828:31 123.05573:74 135.12003:60 135.1523:11 243.2077:62 279.11987:116 313.18585:44 519.34735:22
4673,pos_5132,Unknown compound,,1,pos,5132,11.401,512.50458,[M+NH4]+,,,,,,,,,,,,,,,,,,0.0186,0.018,0.0201,0.0124,0.013,0.0118,0.0034,0.0038,0.0041,0.001,0.0238,0.0213,0.0043,0.0078,0.0017,0.0335,0.0328,0.0386,0.024,0.0259,0.0358,0.0256,0.0281,0.0248,0.322,0.3519,0.3224,0.187,0.1454,0.1579,0.1687,0.1775,0.1783,0.0947,0.0896,0.0961,0.6102,0.6,0.591,0.3544,0.3587,0.3477,0.0602,0.0598,0.0601,0.06,0.0595,0.0614,0.0619,57.07049:42 60.0436:142 226.25105:123 226.28473:12 228.22937:25 238.25281:103 256.2576:154 280.2572:26 476.4809:24 494.49496:507 495.02542:10
4674,pos_5151,Unknown compound,,1,pos,5151,4.706,514.42462,[M+Na]+,,,,,,,,,,,,,,,,,,0.044,0.0413,0.0437,0.0277,0.025,0.0256,0.0204,0.0181,0.0199,0.0393,0.0449,0.0415,0.0263,0.0271,0.028,0.0093,0.0137,0.004,0.0102,0.0123,0.0082,0.0025,0.0088,0.0046,0.0078,0.0093,0.0103,0.0187,0.0171,0.0198,0,0,0,0,8e-4,2e-4,8e-4,0.0011,0.0017,0,4e-4,0,0.0167,0.0173,0.018,0.017,0.0187,0.0169,0.0171,204.02296:87 218.15327:45 317.32516:30 453.28348:46 514.35358:44 514.42303:336
4675,pos_5152,Unknown compound,,1,pos,5152,3.652,514.42609,[M+H]+,,,,,,,,,,,,,,,,,,0.0279,0.0309,0.0292,0.0142,0.0099,0.0103,0.0148,0.0146,0.0133,0.0242,0.0225,0.0208,0.0161,0.0183,0.0191,0.0186,0.0164,0.0179,0.0179,0.0196,0.019,0.01,0.0096,0.0042,0.001,2e-4,7e-4,4e-4,0,1e-4,0.0011,1e-4,6e-4,1e-4,2e-4,3e-4,9e-4,0,0,0,0,4e-4,0.0103,0.012,0.0115,0.011,0.0107,0.0102,0.0117,223.16409:52 311.2684:132 437.36084:59 514.37836:22 514.42413:517 514.50885:16 514.5343:10 514.76599:15
4676,pos_5153,Unknown compound,,1,pos,5153,10.365,514.46228,[M+NH4]+,,,,,,,,,,,,,,,,,,0.0241,0.0246,0.0265,0.0263,0.0243,0.0254,0.0174,0.0185,0.019,0.0143,0.0136,0.0144,0.0162,0.0159,0.0161,0.03,0.029,0.0332,0.0161,0.0178,0.0167,0.002,0.0024,0.0026,0.0053,0.0029,5e-4,0.0021,0.0033,0.0034,0.0048,0.0029,0.003,0.0021,0.0017,0.002,0.0048,0.0033,0.0075,6e-4,0.0058,0.0076,0.0131,0.0144,0.0152,0.0135,0.0147,0.0152,0.0147,60.04383:103 478.4552:62 496.47458:399 497.12894:20 497.25021:24 497.47137:36 503.28918:25 514.40027:55
4677,pos_5154,Unknown compound,,1,pos,5154,9.863,514.48358,[M+H]+,,,,,,,,,,,,,,,,,,0.1145,0.1216,0.1151,0.0588,0.0577,0.0558,1e-4,0,1e-4,7e-4,6e-4,0,0,5e-4,0.0011,0.0161,0.0194,0.017,0.003,0.0018,0.0017,0.0053,0.0049,7e-4,0.0261,0.0279,0.0225,0.0125,0.0128,0.0122,0.0218,0.0208,0.0201,0.0011,0.002,0.0018,0.0472,0.0472,0.0476,0.0296,0.0311,0.0253,0.0196,0.0205,0.0189,0.0196,0.0216,0.0191,0.0209,60.04383:103 478.4552:62 496.47458:399 497.12894:20 497.25021:24 497.47137:36 503.28918:25 514.40027:55
4678,pos_5155,Unknown compound,,1,pos,5155,9.221,514.48376,[M+H-H2O]+,,,,,,,,,,,,,,,,,,0.0491,0.0479,0.052,0.0354,0.038,0.0371,0.0477,0.0454,0.0455,0.056,0.0555,0.0518,0.0456,0.0434,0.0439,0.0254,0.0271,0.0276,0.0094,0.0102,0.0105,0.0079,0.0105,0.0041,0.069,0.0706,0.0643,0.0397,0.0376,0.0374,0.0132,0.0121,0.0127,0.0016,0.0014,0.0038,0.0659,0.0628,0.0674,0.0513,0.0486,0.0502,0.0348,0.035,0.0345,0.0355,0.0363,0.0346,0.0376,209.08176:47 209.10286:10 272.25882:56 496.4754:149 497.47379:83 514.41229:57 514.47784:208
4679,pos_5156,Unknown compound,,1,pos,5156,9.043,514.48395,[M+H]+,,,,,,,,,,,,,,,,,,0.0529,0.0547,0.052,0.037,0.0374,0.0394,0.0578,0.0535,0.0547,0.0656,0.0699,0.0665,0.0599,0.0619,0.0615,0.0237,0.0252,0.0258,0.0139,0.0147,0.0137,0.0081,0.0178,0.0074,0.0368,0.0345,0.0334,0.0243,0.0244,0.0225,0.0173,0.0121,0.0114,0.0046,0.0093,0.0063,0.0195,0.025,0.0258,0.0145,0.0229,0.0246,0.0354,0.0366,0.0358,0.0356,0.0389,0.0345,0.0373,82.07412:49 228.23331:63 254.2493:64 284.29462:178 284.35074:10 286.24109:45 478.46414:59 496.46964:313
4680,pos_5181,Unknown compound,,1,pos,5181,11.272,515.45721,[M+H]+,,,,,,,,,,,,,,,,,,1e-4,0.0025,0.0023,0.001,0.0013,8e-4,0.0015,0.0015,0.0014,4e-4,8e-4,5e-4,0.0025,0.001,3e-4,0.0019,0.0027,0.0019,0.0012,0.0019,0.0014,0.0039,4e-4,0.0032,0.094,0.104,0.1006,0.093,0.0908,0.0912,0.0592,0.0592,0.0587,0.0314,0.0326,0.0322,0.0488,0.0501,0.0477,0.059,0.0522,0.0615,0.0137,0.0157,0.0178,0.0167,0.0154,0.0177,0.0154,422.39932:219 423.40002:82 515.45935:219 515.49213:88
4681,pos_5186,Unknown compound,,1,pos,5186,19.484,515.53113,[M+H]+,,,,,,,,,,,,,,,,,,0.0021,0.0021,0.0018,0.003,0.0026,0.0029,0.0275,0.0378,0.0417,0.2397,0.153,0.2182,0.0417,0.0396,0.0391,0.0015,2e-4,0.0012,0.0013,9e-4,0.0012,0.0071,0.0031,1e-4,0.012,0.0026,0.0108,0.0093,0.0113,0.0097,0.0122,0.0102,0.0135,0.021,0.0203,0.0226,0.0072,0.0078,0.0076,0.011,0.0112,0.0085,0.0313,0.0303,0.0349,0.0324,0.0353,0.0342,0.0337,515.64728:738 515.7077:33
4682,pos_5205,Unknown compound,,1,pos,5205,4.232,517.34924,[M+H]+,,,,,,,,,,,,,,,,,,0.0313,0.0213,0.0263,0.0038,0.0018,0.0068,0.0149,0.0207,0.0173,0.0202,0.0168,0.018,0.0185,0.0163,0.0202,0.0062,0.0068,0.0057,0,0.007,0.0065,0.0094,0,0.0074,0.0367,0.0348,0.0408,0.0187,0.0179,0.0177,0.0221,0.022,0.0201,0.025,0.0227,0.0251,0.0224,0.0164,0.0218,0.035,0.03,0.0373,0.0258,0.0239,0.0272,0.0225,0.0245,0.0254,0.0206,123.9661:10 185.17062:180 188.04114:152 213.15924:116 219.05704:29 321.27545:159 457.32819:33 484.34998:36 499.33609:43 513.87531:176 517.35022:42 517.40857:54 517.46393:13
4683,pos_5212,Simple ID,,1,pos,5212,4.762,517.38727,[M+H]+,generic,C32H52O5,22-Acetylpriverogenin B,4.697,4.697,Unknown,3,4,517.3873,[M+H]+,516.381474764,0.0014512,2.984,Triterpenoids,ASSAYFMXRNLTCY-UHFFFAOYNA-N,O=C(OC1CC(C)(C)CC2C34OCC12C(O)CC3(C)C5(C)CCC6C(C)(C)C(O)CCC6(C)C5CC4)C,"HMDB=HMDB0034645,FooDB=FDB013168,COCONUT=CNP0220200",0.0289,0.0309,0.0295,0.0112,0.013,0.011,0.0192,0.02,0.0174,0.0214,0.0262,0.0229,0.0188,0.0175,0.0167,0.0134,0.0129,0.0138,0.0125,0.0124,0.0125,0.01,0.0039,0.005,7e-4,0.0021,0.0075,0.004,0.0053,0.0038,0.0077,0.0061,0.0065,0.0044,0.0045,0.0067,0,0.007,0.0048,0.0052,0.0049,0.0038,0.0141,0.0143,0.015,0.0143,0.017,0.0139,0.0162,81.06896:43 219.11848:168 357.224:18 517.44348:55
4684,pos_5226,Unknown compound,,1,pos,5226,16.053,517.50958,[2M+3H2O+2H]+,,,,,,,,,,,,,,,,,,5e-4,0,0.001,5e-4,5e-4,5e-4,0.0079,0.0088,0.0084,0.0355,0.0384,0.0385,0.0068,0.0075,0.0072,0,5e-4,2e-4,3e-4,3e-4,2e-4,0.0027,0.0059,0,0.0039,0.0031,0.0037,0.0043,0.0032,0.0029,0.0017,0.001,0.0033,0.0036,0.0027,0.0017,0.0024,0.0032,0.0014,0.0048,0,0,0.0068,0.0065,0.0069,0.0069,0.0077,0.0068,0.0071,499.49911:74 499.995:18 500.08154:66 500.41574:18 501.32938:13 517.5061:621 517.62939:11
4685,pos_5233,Simple ID,,1,pos,5233,3.982,518.32263,[M+Na]+,generic,C24H50NO7P,LysoPC(16:0),7.0714,7.0714,LPC 16:0,3,5,518.3226,[M+Na]+,495.33248957,-0.0008897,3.801,1-acyl-sn-glycero-3-phosphocholines,ASWBNKHCZGQVJV-HSZRJFAPSA-N,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCC,"HMDB=HMDB0010382;HMDB0062541,ChEBI=CHEBI:28468;CHEBI:72998,SMPDB=PW_C006391,YMDB=YMDB01179,FooDB=FDB027533,BMDB=BMDB10382,LipidMAPS=LMGP01050018;LMGP01050113,Urine=HMDB0010382,Feces=HMDB0010382;HMDB0062541,Serum=HMDB0010382,PubChem=460602,UNPD=UNPD14479;UNPD24099,BLEXP=BLEXPDB00000086554,COCONUT=CNP0346626",0.0331,0.0294,0.0294,0.083,0.0842,0.0866,0.013,0.0095,0.0187,0.005,0,0.0089,0.0047,0.0119,0.0041,0.0209,0.0225,0.0194,0.0239,0.0226,0.0171,0.0062,0,0.0104,0.026,0.03,0.0268,0.021,0.0189,0.0202,0.0361,0.0359,0.0366,0.0322,0.0314,0.0327,0.0249,0.0257,0.0236,0.0023,0.0024,0.0084,0.0226,0.025,0.0242,0.0245,0.0212,0.026,0.0243,313.26779:141 378.33142:11 459.24854:162 518.32104:252 518.41431:95
4686,pos_5242,Unknown compound,,1,pos,5242,1.555,518.35388,[M+H]+,,,,,,,,,,,,,,,,,,0.0155,0.0158,0.0144,0.0169,0.0152,0.0166,0.0105,0.0137,0.0123,0.0139,0.0158,0.0102,0.0143,0.0132,0.015,0.0184,0.0182,0.0173,0.0166,0.0174,0.0181,0,0,0.0067,0.0758,0.0836,0.0764,0.0331,0.0344,0.035,0.0457,0.0443,0.0449,0.0318,0.031,0.0318,0.037,0.0406,0.0372,0.0643,0.0597,0.0619,0.0201,0.0188,0.019,0.0199,0.0206,0.0212,0.0216,225.16296:29 229.19252:149 374.36081:11 518.35168:241
4687,pos_5246,Unknown compound,,1,pos,5246,7.397,518.46094,[M+H]+,,,,,,,,,,,,,,,,,,3e-4,2e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0.001,0.0108,0.0069,0.0125,0.0183,0.0176,0.0256,0,0,0,0,0,0.0071,0.0067,0.0063,0.0081,0.0385,0.0444,0.0395,0.085,0.0667,0.0662,0.0032,0.0048,0.0027,0.0043,0.0029,0.0023,0.0065,454.35861:22 500.46237:33 518.45654:283
4688,pos_525,Simple ID,,1,pos,525,17.96,219.17455,[M+H]+,generic,C15H22O,(2Z)-2-(phenylmethylidene)octan-1-ol,5.9726,5.9726,Unknown,3,2,219.1745,[M+H]+,218.167065324,-0.0001582,3.503,Cinnamyl alcohols,KTCAZEVYBWMPOY-QINSGFPZSA-N,OCC(=CC=1C=CC=CC1)CCCCCC,HMDB=HMDB0134122,0.0041,0.0042,0.0048,0.0039,0.0032,0.0032,0.0358,0.0357,0.0382,0.0366,0.0434,0.0392,0.0477,0.0447,0.0506,0.0656,0.0049,0.0706,0.0502,0.0635,0.0592,0.0128,0.0131,0.0091,7e-4,8e-4,0.0016,7e-4,8e-4,7e-4,8e-4,0.0014,0.0014,7e-4,0.0013,7e-4,0.0012,6e-4,0.001,0.0021,0.0015,0.0016,0.0194,0.0215,0.0252,0.0227,0.0258,0.0225,0.0256,115.05561:200 115.09355:10
4689,pos_5470,Unknown compound,,2,pos,5470,9.955,526.44751,[M+H]+,,,,,,,,,,,,,,,,,,0.1335,0.1387,0.1386,0.0816,0.0862,0.0838,0.0885,0.0859,0.0841,0.0482,0.054,0.0516,0.1434,0.1368,0.1352,0.2272,0.2464,0.2235,0.2901,0.3003,0.3054,0,0,0,0.0735,0.0855,0.0804,0.0754,0.0777,0.0751,0.0677,0.0696,0.073,0.055,0.0513,0.0527,0.0821,0.0793,0.0727,0.0537,0.0521,0.0618,0.0985,0.0965,0.0995,0.0943,0.1016,0.1033,0.101,76.03732:237 111.06944:139 121.1002:20 219.20993:109 237.21849:157 312.25638:277 313.25421:116 330.25751:33 330.36594:22 403.35672:86
4690,pos_5260,Simple ID,,1,pos,5260,2.724,519.30975,[M+K]+,generic,C28H48O6,Brassinolide,5.2717,5.2717,Unknown,3,10,519.3098,[M+K]+,480.345089256,-0.0015526,2.748,Brassinolides and derivatives,IXVMHGVQKLDRKH-SFBQOYKCNA-N,O=C1OCC2C3CCC(C(C)C(O)C(O)C(C)C(C)C)C3(C)CCC2C4(C)CC(O)C(O)CC14,"HMDB=HMDB0034081;HMDB0041130,KNApSAcK=C00000176;C00000180,ChEBI=CHEBI:27722;CHEBI:28277,FooDB=FDB012340;FDB021012,LipidMAPS=LMST01140001;LMST01140002,PubChem=25202517;115196,PlantCyc=CPD-11835;CPD-697,UNPD=UNPD173459;UNPD35634;UNPD60247;UNPD7445,BLEXP=BLEXPDB00000003239,COCONUT=CNP0333296",0.0241,0.0212,0.0233,0,0,0,0,0,0,0,0,0,0,0,0,0.0669,0.0657,0.0718,0.098,0.1077,0.1105,0.0173,0.0109,0.0262,0.002,0,0.0018,0.0011,0,0,0,0,0.0016,0.0013,0,0,0,0,0.0024,0.0028,0,0,0.0107,0.0109,0.0118,0.0084,0.0089,0.0097,0.0106,104.10596:97 172.1033:79 172.15346:12 349.27374:62 349.31674:12 375.23099:32 429.28964:85 455.3931:24 501.39499:27 519.30963:111
4691,pos_527,Simple ID,,1,pos,527,18.224,219.17487,[M+H]+,generic,C15H22O,Dendrolasin,6.5118,6.5118,Unknown,3,2,219.1749,[M+H]+,218.167065324,-0.0005582,3.407,Aromatic monoterpenoids,LZBXPXAOYQVZEC-RIYZIHGNSA-N,O1C=CC(=C1)CCC=C(C)CCC=C(C)C,"HMDB=HMDB0036071,KNApSAcK=C00011445,ChEBI=CHEBI:80721,FooDB=FDB014902,UNPD=UNPD33105,COCONUT=CNP0211580",0.0012,6e-4,0.0019,0.001,9e-4,5e-4,0.0032,0.0029,0.0051,0.003,0.0023,0.0027,0.0061,0.0039,0.0038,0.0062,0.0624,0.0051,0.005,0.0053,0.0049,0.0098,0.0149,0.0036,0.0391,0.0013,0.0017,0.0013,0.001,8e-4,6e-4,4e-4,3e-4,8e-4,0.0013,9e-4,5e-4,0.002,0.0011,0.001,0.0023,0.0029,0.0023,0.0023,0.0014,0.0048,0.002,0.0015,0.0012,119.08485:196 119.11184:11
4692,pos_5280,Simple ID,Other possible annotated peaks for this cluster.,2,pos,5280,2.689,520.34009,[M+H]+,generic,C26H50NO7P,"LysoPC(18:2(9Z,12Z))",7.0241,7.0241,LPC 18:2,3,6,520.3401,[M+H]+,519.33248957,-0.000334,3.582,1-acyl-sn-glycero-3-phosphocholines,SPJFYYJXNPEZDW-FTJOPAKQSA-N,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCC=CCCCCC,"HMDB=HMDB0010386,ChEBI=CHEBI:28733,YMDB=YMDB02212,FooDB=FDB027537;FDB030316,BMDB=BMDB10386,LipidMAPS=LMGP01050035,Urine=HMDB0010386,Feces=HMDB0010386,Serum=HMDB0010386,PlantCyc=CPD-8347,UNPD=UNPD43989,BLEXP=BLEXPDB00011005824;BLEXPDB00005280646;BLEXPDB00005313990,COCONUT=CNP0012462;CNP0086786",0.7649,0.7308,0.7886,0.5697,0.5674,0.5689,0.905,0.9139,0.8995,0.5435,0.5267,0.5088,1.2201,1.1914,1.2118,0.873,0.899,0.8908,0.6056,0.6234,0.6374,0.0197,0.0223,0.0258,0.1493,0.1617,0.1433,0.3274,0.3335,0.2917,0.2362,0.2744,0.2336,0.1263,0.1202,0.1243,0.3582,0.3554,0.3425,0.0953,0.088,0.0873,0.3628,0.3782,0.3966,0.3917,0.399,0.3892,0.4103,184.07199:634 459.32156:47 459.34613:16 502.32318:62 520.33569:110 520.39996:34
4693,pos_5282,Simple ID,,1,pos,5282,2.478,520.3407,[M+H]+,generic,C26H50NO7P,"LysoPC(18:2(9Z,12Z))",6.1805,6.1805,LPC 18:2,3,7,520.3407,[M+H]+,519.33248957,-0.000934,3.176,1-acyl-sn-glycero-3-phosphocholines,SPJFYYJXNPEZDW-FTJOPAKQSA-N,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCC=CCCCCC,"HMDB=HMDB0010386,ChEBI=CHEBI:28733,YMDB=YMDB02212,FooDB=FDB027537;FDB030316,BMDB=BMDB10386,LipidMAPS=LMGP01050035,Urine=HMDB0010386,Feces=HMDB0010386,Serum=HMDB0010386,PlantCyc=CPD-8347,UNPD=UNPD43989,BLEXP=BLEXPDB00011005824;BLEXPDB00005280646;BLEXPDB00005313990,COCONUT=CNP0012462;CNP0086786",0.3105,0.1749,0.3694,0.3259,0.2412,0.3263,0.4554,0.5136,0.4551,0.5388,0.6023,0.5742,0.5134,0.524,0.4963,0.2217,0.2333,0.2957,0.1298,0.1687,0.2282,0.0078,0,0.0174,0.0764,0.0744,0.0711,0.2785,0.2983,0.3333,0.271,0.2284,0.2838,0.0754,0.072,0.0765,0.1805,0.1467,0.1746,0.0389,0.0399,0.0482,0.1854,0.1978,0.2057,0.2207,0.2364,0.256,0.2513,104.10857:253 104.13542:13 104.15315:12 184.07321:845 184.56979:34 502.32126:36 520.3407:622
4694,pos_5286,Unknown compound,,1,pos,5286,4.491,520.38477,[M+K]+,,,,,,,,,,,,,,,,,,0.0471,0.0426,0.0474,0.0235,0.0249,0.0245,0.0278,0.0289,0.027,0.0414,0.0468,0.0439,0.0405,0.0394,0.0402,0.007,0.0039,0.0132,0.0051,0.0046,0.005,0.0043,0.0034,0.0097,0.0065,0.0084,0.0103,0.0191,0.0206,0.019,0.0134,0.0142,0.0135,0.0037,0.0015,0.0035,0.0103,0.0105,0.0091,0.0116,0.0114,0.0169,0.0217,0.0221,0.0253,0.0229,0.0239,0.0237,0.025,69.03134:76 69.0687:60 75.04304:95 75.32281:45 81.07207:139 81.08852:18 83.04896:56 83.08461:127 95.0856:80 97.09945:206 97.12769:10 109.09879:83 113.09519:119 118.06223:98 118.07899:14 125.12978:41 159.11546:93 159.13025:19 184.0732:256 208.08124:108 235.13928:110 235.19907:11 288.16861:93 461.2468:52 502.34775:78 520.37506:44
4695,pos_5288,Unknown compound,,1,pos,5288,9.571,520.43665,[M+H]+,,,,,,,,,,,,,,,,,,0,0,0,0,0,8e-4,0,0,0,0,0,0,0,0,0,0.214,0.2291,0.2208,0.3153,0.3139,0.3209,0.0149,0.0205,0.0368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.0376,0.041,0.0349,0.0351,0.0371,0.0352,136.26125:13 177.08842:144 179.10577:370 179.13773:22 221.12:177 239.23734:48 359.29111:42 443.3887:929 478.35577:28 485.39667:56
4696,pos_5300,Unknown compound,,1,pos,5300,7.289,521.11859,[M+H]+,,,,,,,,,,,,,,,,,,5e-4,3e-4,5e-4,4e-4,2e-4,0.0088,2e-4,9e-4,1e-4,2e-4,7e-4,4e-4,3e-4,4e-4,7e-4,6e-4,2e-4,9e-4,2e-4,6e-4,7e-4,0.0188,0.016,0.0159,0.001,0.0173,6e-4,3e-4,8e-4,9e-4,8e-4,3e-4,6e-4,0.0017,0.0063,5e-4,0.0012,9e-4,0.0025,8e-4,0.0016,8e-4,0.0649,0.0641,0.0685,0.0685,0.0665,0.0656,0.0705,281.04517:46 520.46655:114
4697,pos_5307,Unknown compound,,1,pos,5307,4.741,521.37811,[M+Na]+,,,,,,,,,,,,,,,,,,0,0,0,0.005,0,0.0056,0.0252,0.0299,0.0315,0.0381,0.0219,0.0277,0.018,0.0175,0.0154,0,0,0,0,0.0042,0,0.0098,0.0066,0.0143,0.0312,0.037,0.0347,0.0776,0.0762,0.078,0.055,0.057,0.0576,0.031,0.0306,0.0332,0.0266,0.0261,0.0292,0.0382,0.0338,0.0402,0.0214,0.0178,0.0309,0.0242,0.0273,0.0232,0.0187,81.06682:51 86.09721:704 93.06916:57 107.08813:63 136.04291:73 184.06984:47
4698,pos_5309,Unknown compound,,1,pos,5309,6.809,521.40637,[M+H+Na]+,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.0085,0.0688,0.0779,0.0698,0.0268,0.0191,0.0186,0.0112,0.0097,0.0084,0,0.0056,0,0.0128,0.019,0.017,0.0097,0.007,0.0102,0,0.0038,0.0012,0.0035,0.0079,0.0096,0.0028,0.0046,0.0045,0.0022,0.0126,0.0072,0.0056,0.0069,0.0085,0.0164,0.018,0.0197,0.0197,0.0148,0.0134,0.0205,57.07032:95 57.08803:11 91.05276:53 109.09982:41 121.06604:46 131.08293:120 149.09381:151 177.16158:100 215.17903:76 219.17528:579 219.21991:21 219.42664:23 219.62119:38 236.23009:59 279.25995:65 284.18115:49 310.28571:20 389.29074:69 442.33997:40 457.3963:146 521.28375:71 521.41693:29
4699,pos_6012,Unknown compound,,2,pos,6012,23.385,547.5094,[M+2Na-H]+,,,,,,,,,,,,,,,,,,0.0147,0.0158,0.015,0.0098,0.0091,0.01,0.0056,0.0083,0.0091,0.0087,0.008,0.01,0.0143,0.0135,0.0113,0.0129,0.0147,0.0141,0.0089,0.0106,0.0104,0.0149,0.0034,0.0109,0.1067,0.1067,0.1017,0.1021,0.0975,0.1024,0.1642,0.1637,0.1714,0.2043,0.2072,0.207,0.2739,0.2693,0.2637,0.396,0.3873,0.401,0.0557,0.0564,0.0555,0.0549,0.0594,0.0555,0.0618,173.13077:31 529.49768:287 547.50562:77 547.53943:16
4700,pos_6014,Simple ID,,3,pos,6014,13.084,547.50977,[M+H-H2O]+,generic,C36H68O4,FAHFA(18:1(9Z)/5-O-18:0),5.502,5.502,Unknown,3,8,547.5098,[M+H-H2O]+,564.511760656,-0.0013276,3.225,Long-chain fatty acids,FQZBGGYKEFIGPO-MSUUIHNZNA-N,O=C(O)CCCC(OC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCCCCCCC,"HMDB=HMDB0112140,ChEBI=CHEBI:136389;CHEBI:137106,LipidMAPS=LMFA07011058",0.0681,0.0594,0.0771,0.0678,0.0683,0.0653,0.1378,0.1394,0.138,0.1522,0.1779,0.1608,0.1426,0.1344,0.143,0.0767,0.0756,0.0799,0.0562,0.037,0.0527,0.0155,0.0174,0.0117,0.5649,0.6243,0.5542,0.4183,0.4603,0.4523,0.6423,0.6316,0.6354,0.3906,0.4028,0.3838,1.1832,1.118,1.189,1.9288,2.0463,2.0424,0.1878,0.1946,0.2116,0.2197,0.2204,0.2266,0.2315,81.06876:175 143.66794:11 483.48734:85 511.4809:49 529.49432:89 530.34296:23 530.45959:24 547.5061:164
4701,pos_5329,Unknown compound,,1,pos,5329,12.945,521.49969,[M+H]+,,,,,,,,,,,,,,,,,,0.0063,0.0117,0.0056,0.0066,0.0069,0.0062,0.0121,0.0102,0.0101,0.0129,0.0151,0.0109,0.0115,0.0116,0.0109,0.0099,0.0065,0.0129,0.0035,0,0.001,0.0049,0.0028,0.0107,0.0414,0.0169,0.0749,0.0115,0.0475,0.0102,0.0372,0.059,0.0628,0.0239,0.0254,0.0414,0.1277,0.12,0.3043,0.0775,0.144,0.0864,0.0142,0.0256,0.0133,0.0102,0.0203,0.0164,0.0311,57.07014:267 57.09201:25 83.08511:40 97.0658:28 125.09476:131 233.37297:34 503.46805:106 504.48611:38 521.43414:92 521.49353:12
