Sample,CZ.1,CZ.2,CZ.3,CL1.1,CL1.2,CL1.3
pos_1710_,0.214,0.1488,0.177,0.1903,0.6215,0.1722
pos_17113_UNPD134225,0.0043,0.0017,0,0.0247,0.0625,0.0263
pos_17225_,0.1112,0.2621,1.83,0.2292,0.0471,0.1011
"pos_1723_Octahydro-2,5,5,8a-tetramethyl-7H-1-benzopyran-7-one",0.0272,0.0307,0.0425,0.3509,0.6267,0.2933
"pos_17235_6-{[8-(2,4-dihydroxyphenyl)-7-(3,7-dimethylocta-2,6-dien-1-yl)-2-(hydroxymethyl)-2-methyl-6-oxo-2H,6H-pyrano[3,2-g]chromen-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",0.211,0.4756,0.8554,0.332,0.2996,0.3245
pos_17236_Bn-NCC-1,0.1673,0.2891,0.3981,0.3238,0.3273,0.2611
pos_1725_Nocazoline A,0.0524,0.2234,0.0528,0.0215,0.0148,0.028
pos_17256_CNP0443910,0.0098,0.0387,0.028,0.0187,0.0335,0.0385
"pos_17287_5-hydroxy-1-[4-hydroxy-3-(piperidin-4-yloxy)phenyl]-7-{6'-imino-3',5',7',12'-tetraazaspiro[cyclohexane-1,4'-tricyclo[10.3.1.1?,??]heptadecan]-9'-yl}heptan-3-yl acetate",0.0915,0.4509,0.2935,0.1871,0.0448,0.0991
pos_17358_,0.0074,0.0102,0.0064,0.0615,0.0578,0.0252
pos_17359_Taccalonolide A,0.0337,0.0129,0.0042,0.0308,0.0134,0.028
"pos_17378_[(1S)-2-[(3,5-dimethoxyphenyl)methyl]-7-methoxy-9-methyl-1'-[(1-methyl-4-imidazolyl)sulfonyl]-1-spiro[1,3-dihydropyrido[3,4-b]indole-4,4'-piperidine]yl]methanol",0.1842,0.6375,1.406,0.4623,0.512,0.5553
pos_17381_,0.1996,0.4793,0.7866,0.3516,0.143,0.5313
pos_5861_Dihydrocapsaicin,0.1551,0.1126,0.0819,0.1293,0.1535,0.1194
"pos_17419_1,11-bis(methylsulfanyl)-2,12-dioxo-5-[(2-phenylacetyl)oxy]-18-oxa-3,13-diazapentacyclo[11.8.0.0?,??.0?,?.0??,??]henicosa-6,8,16,19-tetraen-15-yl 2-hydroxy-2-phenylacetate",0.1291,0.3134,0.5001,0.1526,0.4933,0.4614
pos_17421_,1.8958,4.2832,5.4001,0.3986,2.6947,2.0814
pos_17440_,0.1007,0.24,0.6149,0.2048,0.3623,0.4146
pos_17445_,0.01,0.0101,0.0055,0.0165,0.0209,0.0123
pos_17447_Actamycin;NSC 381101,0.0034,0.0045,4.00E-04,0.0236,0.0329,0.0185
pos_19350_DDM-838,0.0409,0.0518,0.0338,0.033,0.0339,0.033
pos_17455_,0.2452,0.2059,0.2363,1.6675,1.0385,1.5475
pos_17478_CE 33D;Hatomarubigin D,0.0469,0.0585,0.0819,0.0304,0.0309,0.0261
pos_17501_,0.4462,0.5958,0.9184,0.2017,0.3813,0.5594
"pos_17520_5,7-dihydroxy-3-{[3-hydroxy-4,5-bis({[2-(4-hydroxyphenyl)ethenyl]oxy})-6-methyloxan-2-yl]oxy}-2-(4-hydroxyphenyl)-4H-chromen-4-one",0.0719,0.0359,0.0626,0.3852,0.2921,0.1976
pos_17523_UNPD187404,0.023,0.0332,0.0302,0.1226,0.1004,0.089
pos_17532_UNPD173690,0.0393,0.0423,0.1201,0.0382,0.0159,0.0651
pos_5080_,0.0103,0.0049,0.0066,0.3692,0.152,0.7381
"pos_17545_N-(3-{7-[11-hydroxy-5-(hydroxymethyl)-25-methoxy-19-oxo-2,16-dioxatetracyclo[20.3.1.1?,?.0?,??]heptacosa-1(26),4(27),5,7(12),8,10,22,24-octaen-14-yn-17-yl]heptyl}phenyl)-N'-methylguanidine",0.0163,0.003,0.0036,0.0056,0.0083,0.0027
pos_1757_Nectriapyrone,0.1187,0.0817,0.0935,0.1638,0.1091,0.1823
pos_17598_Sanggenon G,0.0018,0.0011,0.004,0.0122,0.037,0.006
pos_1760_,0.0225,0.0239,0.013,0.0395,0.0237,0.0265
pos_1761_,0.3535,0.2059,0.286,0.0051,0.0032,0.0039
pos_17643_Streptothricin 2,0.0689,0.1432,0.0479,0.0415,0.5553,0.1913
pos_17652_Tenuifolin,0.0333,0.0438,0.1228,0.0166,0.0246,0.0258
pos_1766_Tetraethylene glycol,0.1861,0.2544,0.2223,0.2455,0.1193,0.1065
pos_17666_inerminoside A,0.0098,0.0059,0.0198,0.0222,0.0521,0.0314
pos_17683_Antibiotic FA 1180B;Rubeomycin B,0.8461,0.4015,0.7711,0.8148,1.4636,1.2915
pos_17691_Brachystemidine C;(-)-Brachystemidine C,0.0067,0.0047,0.0033,0.0035,0.0077,0.0018
pos_17715_Eremopetasin sulfoxide,0.1099,0.2518,0.281,0.1686,0.1307,0.1626
pos_17722_,0.0343,0.0736,0.0995,0.0472,0.1043,0.0833
pos_17734_,0.0104,2.9428,5.3114,1.8148,0.0667,0.0172
pos_17780_Taxinine M,0.0244,0.0242,0.0237,0.0657,0.0567,0.0391
pos_17818_CNP0446783,0.0178,0.017,0.0168,0.0081,0.0218,0.0024
pos_17940_CNP0441645,0.0118,0.0079,0.0128,0.034,0.0237,0.0157
pos_17978_Respinomycin C,0.0471,0.0605,0.0776,0.0111,0.0091,0.0099
pos_17994_,0.3012,1.5339,1.2287,0.3947,0.4156,0.4375
pos_18031_,0.9346,0.2742,0.5648,0.1237,0.1628,0.0962
pos_19191_UNPD144795,0.0068,0.0246,0.0167,0.014,0.0255,0.0175
"pos_18081_methyl 3-{1-methyl-5-oxo-6-[(1,2,3-thiadiazol-4-yl)methyl]-decahydropyrrolo[3,2-e][1,4]diazepin-2-yl}propanoate",0.0585,0.076,0.1127,0.0674,0.0394,0.0608
pos_19722_Avermectin A2a,0.0331,0.0335,0.0111,0.1581,0.2643,0.2885
pos_18152_Landomycin E,0.001,0.0011,0.0147,0.0083,0.0094,3.00E-04
pos_18223_PS(O-16:0/17:0),0.0766,0.7659,0.422,0.1675,0.0446,0.0493
pos_18224_,0.0453,0.2451,0.2077,0.1085,0.0474,0.0393
pos_18241_,0.0239,0.0336,0.5828,0.0734,0.1032,0.0993
pos_18267_Kaempferol 2G-coumaroylrutinoside,0.002,0.0014,0.004,0.0103,0.0083,0.011
pos_6367_7-Hydroxy-10-methoxydeacetyldihydrobotrydial,0.4749,0.3376,1.0294,0.02,0.0183,0.0202
"pos_9174_N-[[2-(1H-imidazol-2-yl)-1-phenylethylidene]amino]-3,4,5-trimethoxybenzamide",0.0393,0.0325,0.042,0.0418,0.047,0.0487
pos_18303_Licoagrone,0.0066,0.0077,0.0056,0.0181,0.0139,0.0126
pos_18352_CNP0429002,0.0119,0.0186,0.0382,0.0533,0.0324,0.1069
pos_18426_CNP0443170,0.0013,0.0031,0.0069,0.0069,0.0075,0.0036
pos_18427_,0.0019,0.002,0.005,0.0091,0.0078,0.0069
"pos_18440_3-{[6-(2-azaniumylethoxy)-4-hydroxy-5-({16-[(3-hydroxyphenyl)methyl]-5,7,11,19-tetraoxapentacyclo[10.8.0.0?,??.0?,?.0??,??]icosa-2(10),3,8,13(18),14,16-hexaen-15-yl}peroxy)-3-(3-hydroxypropoxy)oxan-2-yl]methoxy}-3-oxopropanoate",0,0,0,8.00E-04,0.0013,0.0017
pos_18443_,7.00E-04,0,0,0.0024,0,0.0014
pos_18444_Rifamycin L,0.2376,0.1368,0.0464,0,0.0036,0
pos_1845_Geranyl acetate,0.0325,0.0766,0.0483,0.0242,0.016,0.0169
"pos_18453_PC(16:0/18:3(9Z,12Z,15Z))",0.1145,0.2113,0.2808,0.0886,0.0756,0.1465
"pos_18486_LPIM1(18:2(9Z,12Z)/0:0)",0.0956,0.2205,0.258,0.1348,0.0982,0.1317
pos_18488_,0.0047,0.0066,0.0039,0.0041,0.0056,0.0152
pos_18503_N-[2-(1H-indol-3-yl)ethyl]-1-oxo-1H-isothiochromene-3-carboxamide,1.5461,1.4792,1.8287,1.199,2.4607,2.5453
pos_1855_,0.0022,0.0028,0.0073,0.0042,0.0063,0.0016
pos_1858_Syringic acid,0.0847,0.0414,0.0353,0.0224,0.0304,0.0169
pos_18634_Phyllanthusol B,0.0013,0.0016,0.0021,0.0085,0.0348,0.001
pos_1868_,0.1571,0.0952,0.1296,0.0281,0.0326,0.0247
pos_18700_CNP0441813,0.1327,0.1366,0.1817,0.1409,0.1389,0.1199
"pos_18735_3-(2-{11a-cyclohexyl-1-[1-(4-hexyl-3-methyloxolan-2-yl)-1,2-dihydroxypropan-2-yl]-3a,7,8-trihydroxy-5-oxo-1H,2H,3H,3aH,5H,5aH,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-9a-yl}ethyl)-6-aminopiperidin-1-ium-3-yl",0.07,0.2243,0.7199,0.2631,0.0838,0.0892
"pos_18736_PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)",0.0821,0.1129,0.5505,0.2537,0.0926,0.1041
"pos_1875_1,2-Dihydroxymint lactone",0.0139,0.0221,0.0291,0.1057,0.0863,0.1699
pos_18810_Trisarubicinol,0.0025,7.00E-04,0,0.0071,0.0321,0.0081
pos_5244_1-[4-cyano-2-(2-furanyl)-5-oxazolyl]-4-piperidinecarboxamide,0.0186,0.0136,0.0283,0.0884,0.1335,0.0544
"pos_18870_ethyl 3-[22',27',30',33'-tetrahydroxy-21',28'-bis(hydroxymethyl)-2',9',12',34'-tetraoxa-18',19'-dithia-15'-azaspiro[cyclohexane-1,17'-heptacyclo[18.10.2.1?,??.1??,??.0?,??.0?,??.0??,??]tetratriacontane]-3',5',7',10',31'-pentaen-4'-yl]propanoate",1.929,0.726,0.4979,0.0033,0,0.0019
"pos_18895_2-(acetylamino)-1,5-anhydro-2-deoxy-4-O-b-D-galactopyranosyl-D-arabino-Hex-1-enitol",0.0071,0.0052,0.0082,0.0079,0.0052,0.0026
"pos_2965_1,2-Dihydroxymint lactone",0.0052,0.0075,0.0032,0.0154,0.0115,0.0194
pos_1893_Securinine,0.0652,0.0716,0.1038,0.0808,0.0515,0.1001
pos_1894_Ecgonine methyl ester,0.0529,0.0095,0.0184,0.1005,0.0185,0.0934
pos_18984_,0.0013,0.0046,0.0018,0.0099,0.0119,0.0145
pos_19_,0.0202,0.0067,0.0038,0.0195,0.025,0.0166
pos_19008_,0.0122,0.0114,0.003,0.0456,0.0599,0.0193
"pos_19011_1-[1-acetyl-2-(methylsulfanyl)-4-oxido-6-oxo-1,6-dihydropyrimidin-5-yl]-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-2-ium",0.1671,0.1066,0.0373,0.5915,0.8055,0.3838
pos_19037_UNPD22649,0.0091,0.0067,0.0066,0.0394,0.0818,0.0266
pos_19042_,0.0058,0.01,0.0082,0.0159,0.0047,0.0256
pos_1914_,0.0362,0.0223,0.0132,0.0141,0.0162,0.0225
pos_19175_Tribestin,0.0017,0,0.0026,0.0015,0,0.0013
pos_19208_,0.0093,0.0015,0.007,0.0321,0.0432,0.0209
pos_19210_UNPD104238,0.0102,0.0099,0.015,0.0294,0.0584,0.0332
pos_19213_UNPD17651,0.0568,0.0202,0.0329,0.0835,0.2337,0.0902
pos_19238_,0.0076,0.0063,0.006,0.0136,0.0093,0.0074
pos_19313_10-Deacetyltaxol A;10-Deacetyltaxol,0.0753,0.0645,0.1063,0.1295,0.1204,0.1171
pos_1940_11-Aminoundecanoic acid,0.0441,0.0487,0.035,0.0316,0.0185,0.0177
pos_1945_UNPD189136,0.0089,0.0082,0.0222,0.0099,0.0066,0.0084
pos_19453_,0.0598,0.0836,0.1291,0.0767,0.0845,0.0675
"pos_19456_5-[(4-phenyl-1-piperazinyl)-thiophen-2-ylmethyl]-6-thiazolo[3,2-b][1,2,4]triazolol",0.0585,0.2008,0.4662,0.1768,0.291,0.2697
pos_19457_Ulithiacyclamide E,0.7208,1.6353,0.8877,0.0845,0.1208,0.125
pos_19458_,0.124,0.1675,0.2441,0.0826,0.1208,0.125
pos_19485_,0.0054,0.0023,0.0168,0.014,0.0124,0.0044
pos_19486_,0.0099,0.0014,0.0152,0.0247,0.0316,0.0123
pos_19487_,0.0054,3.00E-04,0.0193,0.0196,0.0137,0.0112
"pos_19511_2-{2-[(6-amino-4-{2-[3-(2-phenylethyl)phenyl]ethyl}pyridin-3-yl)methyl]-4-hydroxy-5-methoxyphenyl}-1,13-dihydroxy-10-{[6-(methylamino)-1,2,3,4,4a,5,6,8a-octahydroisoquinolin-5-yl]methyl}tridec-2-ene-4,6-dione",0.0065,0.0111,0.0046,0.0038,0.0059,0.0107
pos_19775_CNP0430694,0.0304,0.028,0.0405,0.0528,0.0607,0.0339
pos_1959_Aspilactonol C,0.0159,0.023,0.0255,0.063,0.0299,0.1602
pos_19590_Hexanoyl-CoA,0.0086,0.0069,0.0099,0.0053,0.0014,0.0083
pos_1967_(E)-Calamene,0.0059,0.0029,0.0036,0.1285,0.1392,0.1047
pos_1972_(E)-Calamene,0.1405,0.1503,0.1133,0.6504,0.6308,0.742
pos_1974_(E)-Calamene,0.1247,0.0962,0.0552,0.6585,0.7387,0.7493
pos_19743_,0.0054,0.0097,0.005,0.0362,0.0305,0.0408
"pos_1975_(2R,6S,7S,10Z)-beta-Santala-3(15),10-dien-12-ol",0.2936,0.2706,0.1704,0.176,0.1954,0.188
"pos_1976_(2R,6S,7S,10Z)-beta-Santala-3(15),10-dien-12-ol",0.243,0.193,0.0719,0.1735,0.2377,0.1623
pos_19773_,0.0013,0.0019,0,0,0.0047,0.0022
"pos_19792_4-{8-ethoxy-1,3-dimethyl-4-[(4-methylphenyl)imino]-4H-cyclohepta[c]furan-6-yl}-2-methoxyphenol",0.0186,0.018,0.0304,0.0248,0.0479,0.0177
pos_19892_DTX-6;(+)-DTX-6,0.0055,0.0078,0.0063,0.0047,0.0073,0.0149
pos_19904_Aminopterin,0.0051,0,0,0.027,0.0498,0.0251
"pos_19967_13-{[1-(ethylamino)cyclohexyl]oxy}-4-[4-hydroxy-3-(3-hydroxy-2-{2-phenyl-1H,2H,3H,3aH,9aH-cyclopenta[b]naphthalen-2-yl}propoxy)-5-methoxyphenyl]-15-methoxy-6-oxa-10-azapentacyclo[10.6.2.0?,?.0?,??.0??,??]icosa-1,7,9(19),12,14,16(20)-hexaene-3,11-diol",0.0012,0.0018,0.0048,0.0039,0,0.0023
pos_19966_CNP0445915,0.0011,0.0035,0.0014,0.0095,0.0069,0.008
pos_19993_,0.001,0,0.0038,0.0026,0,0.0044
pos_2_N-Methyl-2-pyrrolidone,0.0496,0.0532,0.0484,0.0637,0.0545,0.0967
"pos_20078_10-({2-[4-amino-1-(1H-imidazol-4-yl)-3-[(methylamino)methyl]butyl]-5-oxopyrrolidin-3-yl}methyl)-9-hydroxy-7,18-bis(hydroxymethyl)-2,3,7,11,18-pentamethyl-8-[(3,4,5-trihydroxyoxan-2-yl)oxy]hexacyclo[14.7.2.0?,??.0?,??.0?,??.0??,??]pentacos-14-ene-25-carboxylic acid",0.0588,0.0546,0.0486,0.1381,0.1839,0.1288
"pos_20088_4-(aminomethyl)-8-{3-[(4-benzyl-3-hydroxyphenyl)methyl]-1-phenylcyclohexyl}-5-(7-cyclohexyl-2-{2-[3-(hydroxymethyl)phenyl]ethyl}hept-4-en-1-yl)-1,4,4a,5,8,8a-hexahydronaphthalene-1-carboxylic acid",0.2882,0.318,0.2161,0.0844,0.4351,0.6778
pos_2016_beta-Farnesene,0.0162,0.0278,0.0324,0.3791,0.2313,0.4113
pos_2018_Valencene,0.0028,0.0036,0.0048,0.1694,0.0498,0.1838
pos_2019_beta-Farnesene,0.1561,0.1959,0.2242,0.1644,0.2385,0.5921
pos_2023_,0.0335,0.0296,0.0178,0.0694,0.0898,0.0653
pos_20237_Halymecin B,0.06,0.062,0.0995,0.1376,0.1682,0.1226
pos_2024_Zingiberene,0.1035,0.1232,0.2157,1.9979,2.1763,1.6694
pos_2026_beta-Farnesene,0.1445,0.1574,0.5289,1.1355,1.0295,1.3625
pos_20299_,0.0096,0.0101,0.0167,0.0142,0.0162,0.0094
pos_2033_Pantothenol,0.0568,0.036,0.0235,0.0867,0.0548,0.0221
pos_20368_alpha-D-Rhap4NFo-(1->2)-alpha-D-Rhap4NFo-(1->3)-alpha-D-Rhap4NFo-(1->2)-alpha-D-Rhap4NFo-(1->2)-alpha-D-Rhap4NFo-(1->2)-alpha-D-Rhap4NFo,0.0022,0.0024,0,0.0013,0.0048,0
pos_4100_Gingerol,0.0102,0.011,0.0067,0.0312,0.0217,0.0465
pos_20437_N-[(3-methyl-4-{2-oxo-2-[4-(pyridin-2-yl)piperazin-1-yl]ethyl}-6-(propan-2-yl)cyclohex-2-en-1-yl)methyl]-1-phenylmethanesulfonamide,0,0.0028,0,0.0022,0,0
pos_2048_UNPD107519,0.0466,0.0197,0.0072,0.0645,0.0171,0.0302
"pos_20572_N''-{2-[31'-amino-4-(1,7-dihydroxy-10-methyl-6-methylideneundeca-2,4,9-trien-2-yl)-5,10',15',36'-tetrahydroxy-6',10'-dimethyl-5',33'-dioxo-24',25'-dithia-32',34'-diazaspiro[cyclopentane-1,11'-hexacyclo[20.11.4.1??,??.0?,??.0?,??.0?,??]octatriacontane]-2'(30'),3'(27'),6',17'(38'),18',20',28'-heptaen-37'-yl]-2-(4-hydroxyphenyl)ethyl}guanidine",0.0011,0,0,0.0013,0,0
"pos_2060_2,3-Dihydro-6-methoxy-2,2-dimethyl-4H-1-benzopyran-4-one",0.1532,0.0981,0.1064,0.0954,0.0601,0.1985
pos_2079_Etrogol,0.183,0.2149,0.2255,0.0799,0.1048,0.1205
pos_2081_,0.1027,0.0714,0.027,0.1585,0.091,0.0391
pos_6543_,1.1616,0.8902,0.2043,0.1722,0.2725,0.0965
pos_2089_Thalifoline,0.1725,0.1703,0.1031,0.0894,0.1262,0.1133
pos_2091_3-Phenylpropionylglycine,0.019,0.0189,0.0115,0.0264,0.034,0.0335
pos_2095_Tiglylcarnitine,0.0826,0.0671,0.0496,0.0242,0.019,0.0131
pos_2097_UNPD188657,0.0598,0.0936,0.1095,0.0371,0.0262,0.0532
"pos_2100_6,8-dihydroxy-7-methoxy-2H-chromen-2-one",0.001,0,0,0,0.0011,0.0015
pos_2105_,0.0364,0.0308,0.0377,0.04,0.052,0.0438
pos_3647_2-(4-Methyl-5-thiazolyl)ethyl hexanoate,0.0636,0.0381,0.0252,0.043,0.0444,0.0408
"pos_2112_3-(3,4-Dimethoxyphenyl)-2-propenoic acid",0.0527,0.0707,0.0656,0.0709,0.055,0.0755
pos_2131_,0.0303,0.0328,0.0406,0.3511,0.1933,0.5927
pos_2132_Annuionone G;(-)-Annuionone G,0.1491,0.3881,0.0995,0.1114,0.0595,0.2781
pos_2133_,0.098,0.0906,0.0837,0.1561,0.1373,0.1838
pos_2136_3-Hydroxy-beta-ionone,0.0528,0.0444,0.0683,0.0737,0.0941,0.0846
pos_2141_3-Hydroxy-beta-ionone,0.0598,0.0496,0.0628,0.0422,0.0501,0.0345
pos_2146_3-Hydroxy-beta-ionone,0.1129,0.1092,0.1248,0.1045,0.1326,0.0911
pos_2157_bamethan,0.0106,0.0064,0.014,0.0221,0.0163,0.0945
pos_2165_Sinapyl alcohol,0.0159,0.0259,0.0304,0.0232,0.0184,0.0317
pos_3885_,0.0217,0.0158,0.0131,0.0172,0.0101,0.0242
pos_2185_diethyl [2-(dimethylamino)ethyl]phosphonate,0.2932,0.3956,0.2062,0.1624,0.0705,0.2911
pos_2194_Neryl propionate,0.1881,0.133,0.1819,0.0867,0.0817,0.0343
pos_220_2-Diethylaminoethanol,0.0361,0.0513,0.0482,0.0294,0,0.0251
pos_2201_,0.0219,0.0382,0.0224,0.0486,0.0447,0.0584
pos_2221_Prenyl cis-caffeate,0.0205,0.0178,0.01,0.0106,0.0097,0.0122
pos_2254_N-{[2-(2-phenylethenyl)cyclopent-1-en-1-yl]methylidene}hydroxylamine,0.0265,0.0116,0.0171,0.0198,0.0352,0.0171
pos_226_,0.0424,0.0621,0.0606,0.1606,0.0854,0.1833
pos_2736_Multiplolide A;(+)-Multiplolide A,0.2699,0.2453,0.1374,0.0313,0.0303,0.0294
pos_2737_Multiplolide A;(+)-Multiplolide A,0.0833,0.0935,0.0687,0.0327,0.0349,0.0418
"pos_6598_1,2,3,4-Tetrahydro-beta-carboline",0.1916,0.231,0.371,0.0298,0.0217,0.0292
"pos_2292_(2S,3S)-2,3-dihydro-3-hydroxyanthranilic acid",0.1412,0.1282,0.108,0.0392,0.0235,0.0599
pos_2293_,0.1797,0.1968,0.041,0.0198,0.0132,0.0304
pos_2295_2-[(benzylamino)methylidene]cyclohexan-1-one,0.0091,0.0108,0.0071,0.0293,0.0143,0.0408
pos_2296_UNPD191291,0.0524,0.0227,0.0057,0.0309,0.0287,0.0628
"pos_2297_6-(hydroxymethyl)deca-2,4,8-triene-1,10-diol",0.0035,0.0062,0.0016,0.0036,0.0046,0.0048
pos_2299_Fencamfamine,0.0468,0.1484,0.0123,0.1981,0.2079,0.1943
pos_2301_Fencamfamine,0.0156,0.0565,0.0064,0.1286,0.1568,0.0942
pos_2314_ascr#11,0.0324,0.0438,0.0404,0.0467,0.0232,0.0285
pos_2320_,0.2845,0.0972,0.0868,0.1668,0.2533,0.7089
pos_2324_Isogermafurene,0.0857,0.2371,0.0794,0.3442,0.2339,0.402
pos_2326_Furanodiene,0.0587,0.1159,0.099,0.3287,0.2973,0.4449
pos_233_,0.0701,0.1017,0.076,0.5282,0.2553,0.5549
pos_2336_(R)-ar-Turmerone,0.0286,0.0308,0.0311,0.8746,0.2871,1.3618
pos_2346_,0.0103,0.0151,0.0045,0.0764,0.0442,0.0996
pos_2377_Solavetivone,0.1605,0.3648,0.1535,0.7338,0.6961,0.8645
pos_238_,0.0634,0.0683,0.0739,0.728,1.155,0.7538
pos_2390_Ritalinic acid,0.014,0.0104,0.0021,0.049,0.0607,0.0496
pos_2400_Aminobisabolenol,0.0192,0.0127,0.0048,0.32,0.1721,0.334
pos_2408_Eugenitin,0.011,0.0069,0.0061,0.0089,0.0107,0.0046
pos_2424_Shihunine,0.015,0.0135,0.0186,0.02,0.0265,0.0201
"pos_2434_(2R,6S,7S,10Z)-beta-Santala-3(15),10-dien-12-ol",0.0193,0.0255,0.0209,0.0438,0.0308,0.0522
"pos_2435_(2R,6S,7S,10Z)-beta-Santala-3(15),10-dien-12-ol",0.0925,0.0648,0.0276,0.4334,0.1428,0.483
pos_2441_,0.1579,0.1172,0.1018,0.8878,0.4545,0.8733
"pos_2448_1beta,4beta,7alpha-Trihydroxyeudesmane;(-)-1beta,4beta,7alpha-Trihydroxyeudesmane",0.0684,0.0957,0.0802,0.5731,0.2878,0.5183
pos_245_Purine,0.1711,0.1954,0.2634,0.169,0.1765,0.1895
pos_2452_Choline sulfate,0.8793,0.9427,0.3809,0.9695,0.988,0.6247
pos_246_Purine,0.1775,0.2191,0.272,0.1686,0.1765,0.1895
pos_2498_Putaminoxin D,0.0795,0.0886,0.0662,0.3348,0.3205,0.3335
pos_2500_Phomapentenone A;(-)-Phomapentenone A,0.0385,0.1038,0.0763,0.1263,0.1416,0.1225
pos_2520_Galactitol,0.003,0.0043,0.0196,0.0048,0.0158,0.0173
pos_2547_Methyl jasmonate,0.0795,0.0712,0.0716,0.1477,0.1194,0.1927
"pos_3537_[1R-(1alpha,2beta,3beta)]-3-Hydroxy-2-(hydroxymethyl)-3-methyl-gamma-methylene-cyclopentanebutanoic acid methyl ester",0.0126,0.0125,0.0212,0.1163,0.0966,0.296
pos_2567_Methyl jasmonate,0.1559,0.1813,0.2907,0.0802,0.0913,0.0969
pos_2572_4-Amino-4-deoxychorismic acid;4-Amino-4-deoxychorismate,0.1387,0.2083,0.0818,0.0114,0.0087,0.0168
pos_2584_CNP0437919,0.0591,0.07,0.0335,0.1546,0.2179,0.0931
pos_2594_Genipin,0.0717,0.0614,0.0836,0.1027,0.1,0.1123
pos_2606_Tuberonic acid,0.2809,0.1815,0.1869,0.0727,0.0775,0.0845
pos_2609_Perillic acid,0.0142,0.0194,0.0267,0.0337,0.0382,0.0912
pos_2627_,0.0178,0.0184,0.0101,0.0213,0.0389,0.0303
pos_2630_4-(2-methyl-1-piperidinyl)quinazoline,0.1506,0.1632,0.1409,0.2284,0.1973,0.1538
pos_3127_Loganetin,0.01,0.0183,0.0182,0.0182,0.017,0.0203
pos_2651_,0.063,0.0716,0.1301,0.0988,0.1063,0.0814
pos_2663_Traumatic acid,0.033,0.037,0.0393,0.0173,0.0147,0.0308
pos_2664_Leucylproline,0.1258,0.0918,0.0847,0.1008,0.1696,0.0501
pos_2665_Leucylproline,0.1065,0.076,0.0853,0.0868,0.1373,0.0413
pos_2666_Leucylproline,0.0689,0.0454,0.0716,0.0602,0.1051,0.0344
pos_2667_Leucylproline,0.4233,0.5202,0.6922,0.5633,0.3806,0.2826
pos_2674_gamma-Fagarine,0.008,0.0123,0.0094,0.0062,0.0026,0.0078
pos_2739_,0.009,0.0065,0.0074,0.0382,0.0297,0.0384
pos_2783_,0.0085,0.0059,0.007,0.0025,0.0034,0.0023
pos_455_Cinnamaldehyde,0.1457,0.0866,0.0369,0.6101,0.3307,0.745
pos_2821_Curcumenol,0.0794,0.0789,0.0522,0.2137,0.2177,0.2766
pos_2826_Sugeonol,0.0538,0.0968,0.0547,0.4659,0.2632,0.5989
pos_2830_Urodiolenone,0.229,0.5033,0.1639,0.8408,0.6229,1.0408
pos_2831_Sugeonol,0.1119,0.1362,0.0971,0.9797,0.7648,1.0897
pos_2854_,0.1002,0.0799,0.0678,0.0617,0.1579,0.0387
pos_2884_Terrein,0.1431,0.1463,0.0194,0.1886,0.253,0.2478
"pos_2891_(3beta,9beta)-7-Drimene-3,11,12-triol",0.2472,0.5521,0.2217,0.3478,0.2613,0.3907
pos_2895_Capsidiol,0.0573,0.0849,0.0547,0.5267,0.5462,0.6416
"pos_2896_7(14)-Bisabolene-2,3,10,11-tetrol",0.0555,0.0602,0.0565,0.511,0.2993,0.5526
pos_2897_Epilubimin,0.5149,0.9193,0.2924,0.3095,0.1804,0.6372
"pos_2936_2-[4-(3-Hydroxypropyl)-2-methoxyphenoxy]-1,3-propanediol",0.0673,0.0508,0.066,0.0529,0.0527,0.0599
"pos_2942_(1S,2S)-3-Oxo-2[(2Z)-pentenyl]cyclopentane-1-butyric acid",0.024,0.029,0.039,0.1925,0.172,0.238
pos_2987_Cucumegastigmane I,0.0233,0.0218,0.0285,0.1561,0.059,0.2892
"pos_2989_(+)-7alpha,8alpha-Epoxyblumenol B",0.0351,0.082,0.0171,0.0505,0.0398,0.0908
pos_3_(2R)-2-Hydroxy-2-methylbutanenitrile,0.0531,0.0532,0.0385,0.0625,0.0623,0.0895
"pos_3023_2,4-Diamino-6,7-dimethoxyquinazoline",0.1497,0.1175,0.2401,0.1122,0.1032,0.1017
"pos_3035_Cyclo(6,7-en-Pro-L-Phe)",0.2484,0.2473,0.24,0.4682,0.3915,0.4717
"pos_8686_5-(2-methylphenyl)-11-(propane-1-sulfonyl)-7,11-diazatricyclo[7.3.1.0?,?]trideca-2,4-dien-6-one",0.2124,0.1228,0.2063,0.3689,0.2297,0.1869
pos_3057_,0.0164,0.0308,0.0217,0.0322,0.0286,0.0351
pos_3066_,0.0111,0.0098,0.0054,0.0061,0.0161,0.0108
pos_3590_Pandangolide 1a;(-)-Pandangolide 1a,0.0155,0.03,0.0186,0.0073,0.0063,0.017
"pos_3097_2,3-dihydroindol-1-yl-(1-methyl-4-pyrazolyl)methanone",0.1062,0.1138,0.0722,0.3113,0.1807,0.3361
pos_3122_2-[2-(3-methylphenyl)ethenyl]quinoline,0.0154,0.006,0.0026,0.0546,0.0381,0.0333
