cluster,selected_feature,annotation_result,annotation_warning,cluster.size,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,level,Formula,Structure,Total.score,Final.score,Title,MS1.count,MSMS.count,PRECURSORMZ,PRECURSORTYPE,Theoretical.mass,Mass.error,Formula.score,Ontology,InChIKey,SMILES,Links,Chow..1,Chow..2,Chow..3,Chow..4,Chow..5,Chow..6,Chow..7,Chow..8,Chow..9,Chow..10,Chow..11,Chow..12,Chow..13,Chow..14,Chow..15,Chow..16,Chow..17,Chow..18,Chow..19,Chow..20,Chow..21,Blank.1,Blank.2,Blank.3,High.Fat..1,High.Fat..2,High.Fat..3,High.Fat..4,High.Fat..5,High.Fat..6,High.Fat..7,High.Fat..8,High.Fat..9,High.Fat..10,High.Fat..11,High.Fat..12,High.Fat..13,High.Fat..14,High.Fat..15,High.Fat..16,High.Fat..17,High.Fat..18,QC.1,QC.2,QC.3,QC.4,QC.5,QC.6,QC.7,MS.MS.spectrum
3196,pos_2374,Unknown compound,,1,pos,2374,12.667,246.1451,[M+H-2H2O]+,,,,,,,,,,,,,,,,,,0.0206,0.0226,0.0339,0.0335,0.0309,0.0339,0.0753,0.0739,0.0811,0.0942,0.0886,0.0897,0.097,0.1037,0.1008,0.0256,0.0325,0.0411,0.0507,0.0577,0.0574,0.0153,0,0.0557,0.0622,0.1383,0.0699,0.0535,0.0722,0.1635,0.1095,0.0456,0.0504,0.0857,0.0344,0.0394,0.0661,0.154,0.0741,0.078,0.0742,0.0815,0.0626,0.0628,0.0733,0.0654,0.0681,0.0723,0.0664,87.04316:87 115.0853:111 126.09005:373 126.1184:14 128.06488:109 128.07657:26 129.07368:53 142.08551:58 143.07848:33 147.07413:39 154.08463:189 156.06483:57 160.10944:74 171.108:183 171.13954:18 174.11194:113 181.12125:29 188.09233:60 211.14397:69 228.13188:11 229.11964:353 229.15256:24 229.2408:28 231.11824:52 246.09451:124 246.15691:14
3197,pos_2375,Simple ID,,1,pos,2375,15.29,246.15565,[M+H]+,generic,C9H19N5O3,beta-Alanyl-L-arginine,4.4584,4.4584,Unknown,3,12,246.1557,[M+H]+,245.148789468,0.0003659,2.733,Hybrid peptides,DLRGFJGVZXSSTP-MDOHGIEYNA-N,O=C(O)C(N=C(O)CCN)CCCNC(=N)N,"HMDB=HMDB0060441,ChEBI=CHEBI:28712,PubChem=440637,COCONUT=CNP0242123",0.004,0.0011,0,0.0014,0,0.0013,0,0,0,0,0,0,0,0.0016,0,0.056,0.0396,0.0389,0.0476,0.0489,0.0523,0.0421,0.0031,0.0139,0.0355,0.0397,0.0328,0.1296,0.098,0.1031,0.0143,0.0182,0.0308,0.116,0.1171,0.0705,0.1659,0.1702,0.1648,0.0652,0.0602,0.0623,0.0073,0,0,0,0,0,0,56.04836:164 84.08107:605 84.99248:13 85.08178:178 93.04459:140 112.11288:190 112.13863:20 124.07426:81 130.08385:341 131.08818:114 170.72589:19 187.10745:40
3198,pos_238,Unknown compound,,1,pos,238,7.701,102.05978,[M+H]+,,,,,,,,,,,,,,,,,,0.1373,0.0767,0.1287,4e-4,0.0033,0.0016,0.0955,0.0987,0.1034,0.1432,0.1501,0.1448,0.1376,0.1156,0.1064,0.0026,0.0066,0.0065,0.0027,0.0047,0.0042,0.0227,0.0101,0.0501,0.0056,0.0392,0.0051,0.0873,0.0934,0.0876,0.0679,0.059,0.0742,0.0649,0.063,0.0564,0.1083,0.1186,0.1092,0.025,0.0133,0.0195,0.1305,0.1167,0.1118,0.125,0.108,0.1212,0.1211,51.02417:112 58.06522:325 59.07443:83 59.085:13 63.02309:28 77.03813:1174
3199,pos_2382,Simple ID,,1,pos,2382,14.664,246.18164,[M+H]+,generic,C11H23N3O3,Valyl-Lysine,4.9324,4.9324,Unknown,3,6,246.1816,[M+H]+,245.173941596,-0.000382,3.104,Dipeptides,JKHXYJKMNSSFFL-UHFFFAOYNA-N,O=C(O)C(NC(=O)C(N)C(C)C)CCCCN,"HMDB=HMDB0029132,ChEBI=CHEBI:75014,Feces=HMDB0029132,BLEXP=BLEXPDB00000168058,COCONUT=CNP0346794",1.2605,1.3506,1.3082,0.6155,0.6303,0.6472,2.6776,2.697,2.6711,2.7394,2.5569,2.6419,2.8127,2.7653,2.7268,0.2717,0.2904,0.2679,0.3069,0.2877,0.2745,0.1292,0.0692,0.0521,1.6697,1.5872,1.8623,2.753,2.5017,2.6221,1.1427,1.176,1.1952,3.3555,3.3853,3.3619,2.2385,2.3406,2.3138,2.3505,2.3069,2.2513,2.1969,2.064,2.061,1.9978,2,1.931,1.9745,58.06473:295 58.09302:12 72.07941:378 117.10333:176 129.13716:43 129.15202:11
3200,pos_2388,Unknown compound,,1,pos,2388,14.864,246.2179,[M+H]+,,,,,,,,,,,,,,,,,,0.0225,0.0206,0.023,0.0231,0.0262,0.0264,0,0,0,0.0117,0.012,0.0096,0,0,0,0.2799,0.2877,0.2917,0.3147,0.2811,0.2706,0.0032,0.0201,0.009,0.0482,0.0535,0.0553,0.0097,0.0107,0.0109,0.0337,0.0339,0.0364,0.061,0.0581,0.0469,0.0292,0.0274,0.0339,0.0581,0.0711,0.0633,0.0609,0.0566,0.0663,0.0615,0.0692,0.0701,0.0576,70.30366:16 85.08569:42 136.0761:157 136.10347:16 140.07178:53 140.10963:38 154.08469:30
3201,pos_2392,Simple ID,,1,pos,2392,9.183,247.13084,[M+H]+,generic,C11H14N6O,"5-[5-(1-methylpyrrolidin-2-yl)-1,2,4-oxadiazol-3-yl]pyrimidin-4-amine",4.4583,4.4583,Unknown,3,12,247.1308,[M+H]+,246.122909068,-0.0006145,2.355,Aralkylamines,BUSYVPQSSYATLC-UHFFFAOYSA-N,N=1C=NC(N)=C(C1)C2=NOC(=N2)C3N(C)CCC3,COCONUT=CNP0187569,0.148,0.1699,0.1422,0.0487,0.0477,0.0524,0.0168,0.0149,0.0196,0.0241,0.0222,0.0223,0.0148,0.0159,0.0144,0.0478,0.0568,0.0536,0.0797,0.0832,0.069,0.014,0.0368,0.0053,0.0279,0.0324,0.0113,0.0403,0.0373,0.0299,0.0392,0.0396,0.0473,0.014,0.0214,0,0.0368,0.0168,0.0207,0,0,0,0.0554,0.0485,0.0569,0.0579,0.056,0.0561,0.0496,56.05012:228 59.04863:97 59.0609:13 60.05441:24 61.00959:214 71.01387:63 98.09672:117 131.07205:181 131.10852:11 144.08005:108 147.07594:196 147.10364:11
3202,pos_2396,Simple ID,,1,pos,2396,12.106,247.1651,[M+H]+,generic,C11H22N2O4,5-amino-2-{[(tert-butoxy)carbonyl](methyl)amino}pentanoic acid,5.4039,5.4039,Unknown,3,23,247.1651,[M+H]+,246.157957184,0.0001336,3.105,Alpha amino acids and derivatives,VKAPLRSMSUCBEO-UHFFFAOYSA-N,O=C(OC(C)(C)C)N(C)C(C(=O)O)CCCN,COCONUT=CNP0406989,0.0422,0.0378,0.0389,0.029,0.0204,0.0091,0.0943,0.1004,0.1003,0.1246,0.1062,0.1183,0.0873,0.0963,0.0863,0.0326,0.0246,0.0227,0.0205,0.0267,0.0249,0.0355,0.0279,0.0166,0.0487,0.0579,0.0551,0.0489,0.056,0.0445,0.0305,0.0306,0.0376,0.0356,0.0375,0.0252,0.0593,0.0582,0.0558,0.0253,0.0288,0.0326,0.06,0.0662,0.05,0.0617,0.0548,0.0711,0.0584,70.0649:76 71.03119:60 72.08082:43 84.07883:71 85.46672:13 86.05999:145 101.06093:74 126.05412:93 128.10466:170 128.13139:14 142.12193:131 142.14113:128 166.08627:90 175.04121:91 175.07277:40 187.1407:40 190.10498:181 194.11415:120 205.15234:122 205.1675:31 229.15652:39 230.08392:68 247.16536:421
3203,pos_2397,Simple ID,,1,pos,2397,11.872,247.16557,[M+H]+,generic,C11H22N2O4,Lapstatin,4.6901,4.6901,Unknown,3,13,247.1656,[M+H]+,246.157957184,-0.0003664,3.013,Hybrid peptides,XMWRFIFYIHFAIO-UHFFFAOYSA-N,O=C(O)C(NC(=O)C(O)C(N)C(C)C)C(C)C,"NPA=NPA017044,COCONUT=CNP0316968",0.0434,0.0513,0.0452,0.03,0.0314,0.0358,0.0525,0.0536,0.0605,0.058,0.0557,0.0598,0.0746,0.0763,0.0647,0.0894,0.0823,0.0856,0.0821,0.088,0.0843,0.053,0.0815,0.0994,0.0013,0.003,0.0097,0,0,0,0,0,0.0058,0,0,0,0,0.0011,7e-4,0.0046,0.0089,0.001,0.0387,0.042,0.0453,0.0356,0.0384,0.0385,0.0353,61.01085:112 72.08094:129 84.07921:171 86.09488:42 99.06203:91 99.07413:23 104.07304:49 114.17025:18 158.06987:124 190.14717:11 201.16483:203 232.11627:133 247.16403:840
3204,pos_2402,Simple ID,Other possible annotated peaks for this cluster.,7,pos,2402,3.37,247.18022,[M+H]+,generic,C15H22N2O,Mepivacaine,5.1432,5.1432,sophocarpine,3,9,247.1802,[M+H]+,246.173213324,0.0002898,2.784,Piperidinecarboxamides,INWLQCZOYSRPNW-UHFFFAOYSA-N,O=C(NC=1C(=CC=CC1C)C)C2N(C)CCCC2,"HMDB=HMDB0015096,ChEBI=CHEBI:6759,DrugBank=DB00961,SMPDB=PW_C009402,T3DB=T3D2942,STOFF=STOFF_3369,Urine=HMDB0015096,Serum=HMDB0015096,BLEXP=BLEXPDB00000004062,COCONUT=CNP0335685",0.9074,0.855,0.8609,0.3385,0.3599,0.3574,3.3448,3.3726,3.3506,3.534,3.502,3.5337,3.8588,3.7862,3.9122,0.4334,0.446,0.4481,0.6152,0.6539,0.6452,0.0185,0.0492,0.01,0.0128,0.0349,0.0144,0.124,0.1157,0.1269,0.201,0.1801,0.1815,0.2063,0.1887,0.2225,0.0595,0.0861,0.0684,0.0144,0.015,0.0057,1.4027,1.3942,1.4443,1.3952,1.4321,1.4624,1.484,70.06514:50 85.02727:34 86.03104:120 114.08993:62 134.08163:202 148.1091:59 206.08585:38 247.17969:1110 247.22018:110
3205,pos_2409,Simple ID,,1,pos,2409,12.964,248.1127,[M+H]+,generic,C10H17NO6,Malonylcarnitine,7.089,7.089,Unknown,3,5,248.1127,[M+H]+,247.105587264,0.0001637,3.964,Acyl carnitines,ZGNBLKBZJBJFDG-ZETCQYMHSA-N,O=C([O-])CC(OC(=O)CC(=O)O)C[N+](C)(C)C,"HMDB=HMDB0002095;HMDB0062592,ChEBI=CHEBI:73028;CHEBI:85470;CHEBI:86047,FooDB=FDB022843,BMDB=BMDB02095,LipidMAPS=LMFA07070080;LMFA07070093,Urine=HMDB0002095,Serum=HMDB0002095,BLEXP=BLEXPDB00022833583,COCONUT=CNP0002357",0.079,0.1065,0.1068,0.0217,0.0136,0.0237,0.0105,0.0082,0.0125,0.0037,0.009,0.0126,0.0143,0.01,0.0101,0.044,0.0386,0.0345,0.0598,0.0517,0.062,0.0156,0.0122,0,0.22,0.2171,0.2087,0.1863,0.1752,0.1608,0.0475,0.0358,0.0442,0.0131,0.0199,0.0119,0.0902,0.0983,0.0942,0.1168,0.1079,0.1047,0.046,0.043,0.0442,0.0428,0.0409,0.0478,0.047,57.03331:24 58.06509:145 60.08143:338 85.02853:723 87.03504:204
3206,pos_2413,Simple ID,,1,pos,2413,13.168,248.12434,[M+H]+,generic,C9H17N3O5,Glutaminylthreonine,5.2969,5.2969,Unknown,3,10,248.1243,[M+H]+,247.116820644,-0.0002029,3.201,Dipeptides,HHSJMSCOLJVTCX-JWBGBCPUNA-N,O=C(O)C(NC(=O)C(N)CCC(=O)N)C(O)C,HMDB=HMDB0028807,0.0236,0.0202,0.0237,0.0423,0.0199,0.0343,0.0364,0.0321,0.0311,0.0245,0.0217,0.0207,0.0401,0.0166,0.0155,0.0384,0.0263,0.0254,0.0189,0.0251,0.0199,0,0.0035,0.0067,0.141,0.1463,0.1324,0.1824,0.1625,0.1703,0.091,0.0933,0.0954,0.1468,0.1562,0.1482,0.2258,0.213,0.2117,0.1898,0.2138,0.1839,0.054,0.0476,0.0508,0.0447,0.0498,0.05,0.0494,57.0528:210 74.05852:317 84.04398:128 120.06541:142 133.03322:55 167.08087:190 213.10364:44 213.12241:26 230.11327:348 231.09351:12
3207,pos_5094,Unknown compound,,2,pos,5094,1.488,386.29016,[2M+NH4]+,,,,,,,,,,,,,,,,,,0.0041,0.0108,0.0013,0.0109,0.0113,0,0.3321,0.3418,0.3524,0.3925,0.3943,0.3959,0.3208,0.3109,0.3208,0,0.0132,0.0064,0.0746,0.0678,0.0617,0.0483,0.0583,0.0639,0.0253,0.0144,0.0259,0.0244,0.0301,0.0253,0.2667,0.2628,0.2675,0.237,0.2394,0.2387,0.0287,0.0444,0.0417,0.029,0.0209,0.0209,0.2108,0.2244,0.2143,0.2081,0.2206,0.215,0.2349,55.05299:69 57.06751:91 60.07922:199 67.05483:96 79.89883:27 83.08613:53 95.0851:146 97.10088:63 109.1002:121 128.11397:71 129.0892:37 147.11769:37 165.16414:194 273.17932:50 284.87894:22 309.20847:23 327.25174:89 345.2117:64 352.22882:90 370.17496:25 371.22543:26 371.25845:23 386.21667:47 386.28961:1347 386.3558:129 386.59174:27 386.7421:25
3208,pos_2416,Simple ID,,1,pos,2416,11.364,248.13913,[M+H]+,generic,C13H17N3O2,12-Cytisineacetamide,4.5107,4.5107,Unknown,3,14,248.1391,[M+H]+,247.132076784,0.0002532,2.729,Cytisine and derivatives,MRVHCCZFXHOQOT-LUFOVDHBNA-N,O=C(N)CN1CC2C3=CC=CC(=O)N3CC(C1)C2,"KNApSAcK=C00007728,UNPD=UNPD153723,COCONUT=CNP0284344",0.1056,0.1026,0.1144,0.0972,0.0866,0.0849,0.001,0,8e-4,0.0021,0.0014,3e-4,0.0031,5e-4,0.0029,0.1052,0.1065,0.1064,0.1028,0.0905,0.0876,0.0352,0.0026,0,0.0092,0.0025,0.0037,0.001,0.0015,0,0.0033,0.0027,0.0036,0.0064,0.0057,0.0048,0.0033,0.001,0.0043,0.006,0.0045,0.0097,0.0199,0.0236,0.018,0.0203,0.0201,0.0191,0.0198,84.07967:130 101.05708:163 101.0951:10 134.05606:31 148.03836:64 150.05156:94 176.0681:81 203.08275:202 206.09096:66 214.10077:45 221.07892:101 232.11978:71 232.28741:18 248.13797:567
3209,pos_2417,Simple ID,,1,pos,2417,9.707,248.14868,[M+H]+,generic,C11H21NO5,Hydroxybutyrylcarnitine,5.4929,5.4929,Unknown,3,13,248.1487,[M+H]+,247.141972772,0.0005492,3.248,Acyl carnitines,UEFRDQSMQXDWTO-GKAPJAKFSA-N,O=C([O-])CC(OC(=O)CC(O)C)C[N+](C)(C)C,"HMDB=HMDB0013127;HMDB0062735,ChEBI=CHEBI:72995;CHEBI:84842,FooDB=FDB029300,LipidMAPS=LMFA07070037;LMFA07070071,Serum=HMDB0013127,UNPD=UNPD5598,BLEXP=BLEXPDB00071464477,COCONUT=CNP0053390",0.0619,0.0564,0.0569,0.0803,0.077,0.0836,0.1266,0.1267,0.1291,0.136,0.1174,0.1107,0.1562,0.155,0.1578,0.058,0.0609,0.0558,0.0922,0.0911,0.0794,0,0.0145,0.005,0.0201,0.0152,0.0226,0.011,0.0079,0.0097,0.0149,0.0174,0.0087,0.0168,0.0159,0.0182,0.0134,0.0156,0.017,0.0319,0.0176,0.0316,0.0766,0.0827,0.0689,0.0853,0.0803,0.0771,0.0797,87.04404:305 114.36585:22 130.06729:176 158.07994:49 176.09099:82 184.09459:23 201.12201:168 201.15958:12 205.11354:48 212.11807:55 248.11337:82 248.14864:343 248.32356:92
3210,pos_2418,Simple ID,,1,pos,2418,4.297,248.1487,[M+H]+,generic,C11H21NO5,Hydroxybutyrylcarnitine,5.154,5.154,Unknown,3,12,248.1487,[M+H]+,247.141972772,0.0005492,3.199,Acyl carnitines,UEFRDQSMQXDWTO-GKAPJAKFSA-N,O=C([O-])CC(OC(=O)CC(O)C)C[N+](C)(C)C,"HMDB=HMDB0013127;HMDB0062735,ChEBI=CHEBI:72995;CHEBI:84842,FooDB=FDB029300,LipidMAPS=LMFA07070037;LMFA07070071,Serum=HMDB0013127,UNPD=UNPD5598,BLEXP=BLEXPDB00071464477,COCONUT=CNP0053390",0,0,0,0.0364,0.0279,0.04,0,0.0059,0,0.0079,0.0133,0.0224,0.0036,0.0058,0.0037,0.0088,6e-4,0.0128,0.0025,0.0058,0,8e-4,0.015,0.0283,0.1075,0.1269,0.0614,0.1325,0.1358,0.1189,0.0245,0.0236,0.0251,0.0268,0.0278,0.0257,0.0018,0.0219,0.0147,0.009,0.0209,0.0098,0.0256,0.0266,0.0309,0.0205,0.0325,0.0245,0.0255,75.05792:126 89.04037:95 89.07486:10 130.06268:49 148.1313:72 158.06381:102 175.03864:89 188.01581:107 205.04115:26 248.1498:614 248.18962:32 248.21144:41
3211,pos_6036,Unknown compound,,2,pos,6036,4.404,443.32272,[2M+K]+,,,,,,,,,,,,,,,,,,0.0176,0.0077,0.0113,0.0071,0.0141,0.0125,0.0429,0.0392,0.0338,0,0.025,0.0242,0.0272,0.0117,0.0182,0.0045,0.0045,0.002,0,0.0023,0.0094,0.0257,0.0422,0,0.3134,0.3108,0.3696,0.298,0.2934,0.2868,0.2622,0.2614,0.2707,0.2743,0.2677,0.2447,0.2305,0.2073,0.2258,0.2614,0.242,0.2536,0.0919,0.0898,0.0954,0.1042,0.0971,0.1081,0.0982,69.19463:31 86.09616:830 86.13055:23 89.06174:113 103.03754:134 113.0592:122 114.06586:340 147.11632:71 185.16335:195 199.4782:20 215.10309:19 229.14716:100 312.02707:157
3212,pos_2421,Simple ID,,1,pos,2421,10.068,248.14948,[M+H]+,generic,C11H21NO5,Hydroxybutyrylcarnitine,5.54,5.54,Unknown,3,15,248.1495,[M+H]+,247.141972772,-0.0002508,3.303,Acyl carnitines,UEFRDQSMQXDWTO-GKAPJAKFSA-N,O=C([O-])CC(OC(=O)CC(O)C)C[N+](C)(C)C,"HMDB=HMDB0013127;HMDB0062735,ChEBI=CHEBI:72995;CHEBI:84842,FooDB=FDB029300,LipidMAPS=LMFA07070037;LMFA07070071,Serum=HMDB0013127,UNPD=UNPD5598,BLEXP=BLEXPDB00071464477,COCONUT=CNP0053390",0.0132,0.0148,0.0124,0.1063,0.107,0.0965,0.0548,0.0602,0.0546,0.0359,0.0376,0.041,0.0711,0.067,0.0649,0.0108,0.0116,0.0096,0.0187,0.013,0.0129,0.0143,0.0163,0.0214,0.0213,0.0248,0.0313,0.0252,0.0307,0.0269,0.0371,0.0385,0.0259,0.0441,0.041,0.0393,0.0618,0.0485,0.0474,0.0265,0.0341,0.0206,0.0379,0.041,0.0409,0.0376,0.0415,0.0359,0.0483,57.03362:101 59.07307:80 60.08197:259 60.11633:15 72.37922:19 84.04584:53 85.02766:49 86.03085:142 87.04549:144 102.0898:24 103.03674:34 125.0496:61 151.06291:79 159.09058:64 191.10422:19
3213,pos_2423,Simple ID,,1,pos,2423,1.541,248.16412,[M+H]+,generic,C15H21NO2,UNPD113966,5.6277,5.6277,Unknown,3,17,248.1641,[M+H]+,247.157228912,0.0004054,3.163,Indoles and derivatives,PTGZLHORGUHTGU-ZVBWLBPENA-N,O=C1NC2(O)C(=C1C)CC3C(=C)CCCC3(C)C2,"UNPD=UNPD113966,COCONUT=CNP0248175",0.3753,0.3421,0.3595,0.2983,0.3005,0.3037,0.004,0.0108,0.006,0.0086,0.0117,0.0132,0.0072,0.0068,0.0057,0.205,0.2149,0.2242,0.1758,0.1811,0.1743,0.0716,0.0338,0.0387,0.0152,0.016,0.022,0.0088,0.0121,0.0028,0.0099,0.006,0.0018,0.002,0.008,0.004,0.0093,0.0043,0.0053,0.0059,0.0087,0.0076,0.0822,0.0709,0.0699,0.0805,0.0753,0.0695,0.0678,55.05444:242 79.05292:53 83.04982:161 87.04454:83 101.05892:372 101.08069:39 124.07184:23 148.11072:599 149.11406:42 150.12585:638 150.1707:22 152.07155:298 159.11674:21 164.07224:21 194.08333:35 214.12431:52 248.16478:461
3214,pos_2424,Simple ID,Other possible annotated peaks for this cluster.,3,pos,2424,2.147,248.16437,[M+H]+,generic,C15H21NO2,EC 40;Pyrrolostatin,5.5148,5.5148,Unknown,3,11,248.1644,[M+H]+,247.157228912,0.0001054,3.241,Aromatic monoterpenoids,UEQIBCOZMSTCSW-KPKJPENVSA-N,O=C(O)C1=CC(=CN1)CC=C(C)CCC=C(C)C,"KNApSAcK=C00016838,UNPD=UNPD133569,BLEXP=BLEXPDB00005353914,NPA=NPA003307,COCONUT=CNP0189395",0.6614,0.6443,0.6651,0.4669,0.5028,0.4892,0.0322,0.0234,0.0285,0.0325,0.0284,0.0192,0.0194,0.0254,0.0244,0.3866,0.3812,0.4114,0.4167,0.4149,0.4161,0.0445,0.0323,0.0931,0.0086,0.0064,0.0052,0.0074,0.0036,0.0032,0.0082,0.0076,0.0075,0.0047,0.0057,0.0052,0.002,0.0043,0.0032,0.0066,0.0042,0.0037,0.1198,0.128,0.1225,0.1174,0.1365,0.129,0.1236,55.05442:12 83.04773:81 106.08395:107 118.0648:132 136.06291:206 149.10701:35 150.12755:45 160.10518:122 188.06805:49 232.07172:42 248.16339:273
3215,pos_2427,Unknown compound,,1,pos,2427,3.755,249.09003,[M+Na]+,,,,,,,,,,,,,,,,,,0.0498,0.0477,0.0439,0.0579,0.0579,0.0679,0.0786,0.0867,0.0866,0.0862,0.0884,0.0919,0.1689,0.1186,0.1329,0.0064,0.0074,0.0184,0.0089,0.0183,0.0181,0.0441,0.0438,0.0187,0.0273,0.0343,0.0014,0.0205,0.0206,0.0193,0.0209,0.0193,0.0186,0.0316,0.0362,0.0334,0.0305,0.0278,0.0263,0.0153,0.0149,0.011,0.0746,0.0776,0.0698,0.0742,0.073,0.0684,0.076,69.05294:254 128.0683:58 159.09145:126 232.0598:105 249.05986:32 249.19739:85
3216,pos_2432,Simple ID,,1,pos,2432,8.421,249.09059,[M+H]+,generic,C9H16N2O4S,"(3aR,5R,6S,7R,7aR)-2-ethylimino-5-(hydroxymethyl)-1,3a,5,6,7,7a-hexahydropyrano[3,2-d][1,3]thiazole-6,7-diol",5.0795,5.0795,Unknown,3,21,249.0906,[M+H]+,248.083077992,-0.0002456,3.018,Monosaccharides,PPAIMZHKIXDJRN-FMDGEEDCSA-N,OCC1OC2SC(=NCC)NC2C(O)C1O,BLEXP=BLEXPDB00135566354,0.0037,0.004,0.0027,0.0022,0.0017,0.0027,0.0399,0.0345,0.0359,0.0106,0.0095,0.0127,0.017,0.0187,0.0177,0.0039,0.0041,0.003,0.0034,0.0014,0.0013,0.0088,0,0.0058,0.0039,0.0025,0.002,0.0088,0.007,0.0063,3e-4,0.0055,0.0036,0.0021,4e-4,0.0026,0.0045,0.0039,0.007,0.0033,0.0046,0.0068,0.012,0.0138,0.0132,0.0132,0.0057,0.0112,0.0141,61.02876:79 86.05907:53 87.04393:160 87.0566:284 88.03734:163 118.03371:35 119.04785:239 120.0462:72 129.0536:46 130.05095:129 144.04828:298 160.04124:17 162.02164:56 172.04201:152 182.02679:82 192.10332:47 208.09549:74 208.11526:10 209.08405:22 223.9767:14 249.12256:55
3217,pos_5800,Unknown compound,,2,pos,5800,13.907,429.2348,[2M+Na]+,,,,,,,,,,,,,,,,,,0.0633,0.063,0.0592,0.0621,0.0582,0.054,0.0162,0.0152,0.0156,0.0208,0.0197,0.0197,0.0031,0.0108,0.0081,0.0062,0.0069,0.0156,0.0117,0.0068,0.0098,0.3225,0.1704,0.236,0.0021,0,0.0035,5e-4,8e-4,0,0,0,0.0023,0,0,0,0.0054,0.0011,0.0026,0.0034,0.0131,0.0033,0.0203,0.0206,0.0128,0.0094,0.0202,0.019,0.0163,104.10614:54 110.07232:37 128.0703:62 129.10059:126 137.03281:63 157.13268:28 178.08919:12 254.19106:169 263.21231:32 273.14325:37 300.16977:28 314.04541:201 314.09924:11 326.11832:66 395.23944:20 412.16708:31 412.26529:15 414.19119:110 429.23221:28
3218,pos_2440,Simple ID,,1,pos,2440,10.99,249.14436,[M+H]+,generic,C10H20N2O5,3-[2-aminoethyl-[2-(2-carboxyethoxy)ethyl]amino]propanoic acid,5.2658,5.2658,Pterosin A,3,9,249.1444,[M+H]+,248.13722174,9.82e-05,3.257,Dicarboxylic acids and derivatives,GBOHIRDEQUPPHB-UHFFFAOYSA-N,O=C(O)CCOCCN(CCN)CCC(=O)O,BLEXP=BLEXPDB00006455954,0.0021,0.0017,0.0025,0.0023,0.0044,0.002,9e-4,3e-4,0.0013,7e-4,4e-4,4e-4,4e-4,4e-4,3e-4,0.1113,0.1031,0.1152,0.0433,0.0479,0.0393,0.0347,0.0205,0.0303,0.0028,0.0038,0.0022,0.0043,0.0013,7e-4,4e-4,0.0022,0.0013,5e-4,8e-4,9e-4,0.005,0.003,0.0037,0.002,7e-4,0.0016,0.0083,0.0066,0.0084,0.0062,0.0103,0.0058,0.0058,104.99122:38 117.10025:184 125.09273:177 189.12167:316 189.15501:19 203.10599:70 231.13409:75 249.14508:697 249.1927:13
3219,pos_2443,Simple ID,,1,pos,2443,5.608,249.19582,[M+ACN+2H]+,generic,C11H18N4,"1'-methyl-3,5,6,7-tetrahydrospiro[imidazo[4,5-c]pyridine-4,4'-piperidine]",4.5057,4.5057,Unknown,3,14,249.1958,[M+ACN+2H]+,206.153146576,-0.0010028,2.256,Imidazopyridines,WOIWXSLYRYEWMI-UHFFFAOYSA-N,N1=CNC2=C1CCNC23CCN(C)CC3,COCONUT=CNP0189610,0.0246,0.0325,0.0231,0.0207,0.0252,0.0188,0.0288,0.0305,0.035,0.037,0.0436,0.0462,0.0329,0.0324,0.031,0.0222,0.0273,0.0261,0.0275,0.0239,0.0301,0.1019,0.0996,0.1164,0.003,0.0025,0.003,0.0018,2e-4,7e-4,0.0018,0.0015,0.0013,0.0023,0.0011,0.0037,0.0015,0.0034,0.0014,0.0032,0.0023,0.0033,0.0186,0.0226,0.0165,0.0187,0.0177,0.018,0.0204,70.06573:128 81.04559:243 81.07785:21 93.05192:21 95.05991:44 110.07477:51 114.09213:342 115.09165:14 120.088:67 129.06783:204 133.04742:126 133.07706:10 164.0849:75 249.1978:194
3220,pos_2444,Simple ID,,1,pos,2444,3.649,249.19603,[M+H]+,generic,C15H24N2O,Lupanine;(+)-Lupanine,6.2149,6.2149,Lupanine,3,11,249.196,[M+H]+,248.188863388,0.0001398,3.632,"Sparteine, lupanine, and related alkaloids",JYIJIIVLEOETIQ-WDOYOSBINA-N,O=C1N2CC3CC(CN4CCCCC43)C2CCC1,"KNApSAcK=C00002225;C00007694;C00026327;C00036283,ChEBI=CHEBI:28193;CHEBI:64261;CHEBI:91960,PubChem=3794202;442956,PlantCyc=CPD-8917,UNPD=UNPD1041;UNPD119174;UNPD144694;UNPD180250;UNPD18146;UNPD28194;UNPD31805;UNPD58688,BLEXP=BLEXPDB00000119201,COCONUT=CNP0332908",2.5748,2.5336,2.6097,2.3565,2.4008,2.4234,0.1774,0.1888,0.1761,0.1987,0.2056,0.1968,0.3329,0.3373,0.3529,7.9228,7.8759,7.9697,7.9505,7.8393,7.9068,0.0711,0.0871,0.0709,0.0599,0.0496,0.0643,0.0309,0.0347,0.0304,0.0116,0.01,0.0086,0.0253,0.0257,0.024,0.0256,0.0225,0.0207,0.0215,0.022,0.0208,1.2226,1.2717,1.2608,1.2266,1.2558,1.2498,1.2155,98.09689:64 114.08961:90 124.03637:115 136.11241:505 137.03557:10 137.11385:194 164.07013:20 248.83081:14 249.11053:42 249.19637:6807 249.66479:50
