cluster,selected_feature,annotation_result,annotation_warning,cluster.size,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,level,Formula,Structure,Total.score,Final.score,Title,MS1.count,MSMS.count,PRECURSORMZ,PRECURSORTYPE,Theoretical.mass,Mass.error,Formula.score,Ontology,InChIKey,SMILES,Links,NW3.1,NW3.2,NW15.1,NW3.3,NW15_P.1,NW15_P.2,NW3_P.1,NW15.2,NW3_P.2,NW15.3,NW15_P.3,NW15.4,NW15.5,NW15_P.4,NW3_P.3,NW3_P.4,NW3.4,NW15_P.5,NW3_P.5,NW3_P.6,NW3.5,Blank.1,Blank.2,Blank.3,QC.1,QC.2,QC.3,QC.4,QC.5,MS.MS.spectrum
11,pos_2115,Double ID,,15,pos,2115,18.426,636.63043,[M+H]+,generic,C41H81NO3,Cer(d18:1/23:0),6.7746,6.7746,Unknown,3,43,636.6304,[M+H]+,635.6216455,-0.0014781,3.026,Ceramides,NAJHAHQNQCNWOP-PUYNVXOJSA-N,O=C(NC(CO)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCCCCCC,"HMDB=HMDB0000950,ChEBI=CHEBI:84372,FooDB=FDB022334,BMDB=BMDB00950,LipidMAPS=LMSP02010021,Serum=HMDB0000950,UNPD=UNPD177638;UNPD54213;UNPD226696,BLEXP=BLEXPDB00052931115,COCONUT=CNP0154259",0.0052,0.0062,0.006,0.0184,0.0087,0.0057,0.0105,0.0588,0.0088,0.009,0.0058,0.0338,0.0083,0.0081,0.005,0.0046,0.0071,0.0073,0.008,6.00E-04,0.0112,0,0,0,0.0266,0.0854,0.1288,0.1032,0.0728,57.06955:494 73.06331:112 81.06998:100 82.06456:155 95.08589:110 121.09951:62 121.11777:12 123.11671:86 127.11306:31 135.11688:168 211.20427:63 211.22023:17 247.23875:98 250.25278:205 252.26718:438 252.30269:15 252.42177:28 253.27315:102 264.26956:5789 264.35849:23 264.39911:47 264.4772:17 264.5145:20 264.59592:27 264.62863:16 265.08777:20 265.11026:11 265.13336:18 265.26871:106 278.28271:108 282.27982:958 282.3269:26 283.28006:57 296.2926:88 339.28369:119 354.37646:173 525.18158:29 588.60767:299 589.42169:11 600.60675:480 618.46405:29 618.61865:1031 618.71045:13
12,neg_1114,Unknown compound,,2,neg,1114,7.157,733.33472,[M+Cl]-,,,,,,,,,,,,,,,,,,0.4219,0.4422,0.451,0.5813,0.4582,0.512,0.5667,0.4283,0.498,0.5119,0.4271,0.438,0.4931,0.5574,0.3485,0.4257,0.4433,0.5058,0.5262,0.4185,0.4152,0,0.0868,0,0.3572,0.3734,0.3997,0.4302,0.4013,51.50714:30 53.90239:27 54.58696:73 54.60228:10 55.24551:13 56.427:11 57.11156:51 59.03373:18 60.59526:19 62.14998:23 62.20461:22 64.47188:145 64.57104:93 68.30324:53 71.30731:147 75.43369:20 81.43374:27 81.54613:27 82.90162:37 87.91222:31 91.12636:68 91.68964:19 94.08818:48 97.1501:108 98.21865:19 101.98817:51 103.61259:11 109.23426:13 110.7982:12 113.78979:91 120.43848:12 122.76851:43 123.03843:14 123.06192:160 126.49428:14 127.30295:20 136.12614:15 137.79468:152 138.90172:39 141.39073:43 141.92468:56 143.63159:12 147.9332:92 151.23155:46 152.23602:16 155.02403:35 159.08115:195 159.11949:10 164.51189:21 170.19638:94 176.93594:149 179.70592:38 181.35144:82 181.74057:22 184.39204:30 186.70242:19 195.85991:36 204.83183:50 216.01924:14 230.95497:41 232.92342:124 245.03918:56 246.88718:42 249.61971:38 252.90279:30 267.55563:47 277.86609:17 283.05225:26 284.65262:48 288.04343:66 289.0304:14 291.5542:57 299.73294:38 305.20761:74 306.44461:42 306.55014:70 310.6633:15 313.59848:36 316.24692:94 316.52271:33 317.3952:35 322.2645:17 323.59247:24 346.46619:10 347.30347:138 348.73563:15 358.51968:33 392.16452:21 398.11307:15 430.65979:62 434.81006:33 440.41278:57 441.81454:15 450.33987:31 451.38614:26 459.96579:80 472.61807:15 480.50137:40 481.65012:48 490.82611:36 494.46292:268 494.65567:64 496.90414:63 504.48782:10 507.75626:11 509.0415:34 511.71552:55 531.23523:35 532.63629:45 541.06079:15 552.12067:16 555.85266:45 563.83624:23 564.21906:262 565.21057:135 567.14569:22 576.00006:16 585.71777:42 588.05774:34 608.08441:18 618.84479:66 624.95398:13 629.44476:25 638.26874:57 639.10913:19 652.4364:19 654.7735:86 664.84735:33 673.35834:15 682.35321:12 694.49097:20 696.47076:16 697.36304:320 720.56512:37 728.83197:19 729.1792:14 731.68042:17 733.33679:1633 733.47498:42 733.54999:39
13,neg_1023,Unknown compound,,1,neg,1023,18.512,697.60986,[M-H]-,,,,,,,,,,,,,,,,,,0.1124,0.1786,0.172,0.145,0.1293,0.1183,0.1467,0.3516,0.3897,0.1727,0.0913,0.444,0.1397,0.1581,0.1212,0.1148,0.1277,0.1456,0.1495,0.1559,0.1402,0.1243,0,0,0.1905,0.3074,0.2663,0.2591,0.2043,60.01737:30 61.01853:73 61.08987:23 61.79665:17 61.925:26 61.98854:2360 62.02068:23 63.46355:21 64.65643:67 64.69322:21 75.95599:68 81.24123:114 82.42941:218 85.87066:19 92.54665:22 111.24081:30 113.03335:36 130.32494:30 139.78403:43 148.20361:25 170.85661:18 174.2175:61 189.4855:15 212.78625:22 246.49883:108 250.06859:43 257.15921:55 260.01648:45 268.50113:196 268.55103:14 277.15103:80 277.6626:110 289.4848:46 289.78027:19 294.37796:41 294.53299:17 315.60461:54 325.75211:20 356.77017:12 363.78583:11 394.02292:14 394.76944:32 401.13565:14 414.49869:14 415.24231:16 423.21332:31 440.95441:27 444.57462:13 462.50415:122 476.16672:111 491.92096:23 505.33765:119 507.55914:30 516.98981:59 536.90051:12 560.78528:39 562.85352:97 567.28979:58 577.69312:24 595.77655:27 605.43646:19 607.60138:12 609.52197:35 611.18774:12 616.83765:38 618.03607:25 637.61774:147 638.42999:119 638.57996:15 638.67694:55 653.59198:153 653.65222:12 654.00537:13 673.59149:65 678.33405:51 679.62146:35 689.54242:56 697.32111:124 697.58875:17 697.65668:96
14,neg_1272,Unknown compound,,13,neg,1272,12.683,792.57617,[M+CH3COONa-H]-,,,,,,,,,,,,,,,,,,6.7705,5.6856,5.8313,6.5974,5.7552,5.5481,5.1931,6.0533,6.2007,6.1582,5.0358,6.941,5.7946,5.7226,5.9861,5.6553,5.1725,5.7462,5.3127,5.3368,5.4642,0.1908,0.1237,0.1132,5.5718,6.2544,5.761,5.2247,4.7787,59.01483:523 59.17521:13 78.95945:50 88.61066:258 94.1591:12 149.00026:45 168.04266:287 202.52942:18 224.06871:193 227.20032:239 253.60071:90 253.64993:22 253.78317:85 253.98793:24 254.20052:71 254.89717:13 255.23354:10556 255.29193:360 255.34444:147 255.45238:24 255.51396:122 255.56348:70 255.61351:32 255.64128:42 255.70242:10 255.85796:25 255.89977:55 255.92683:39 255.95233:65 255.97192:38 255.99284:37 256.02209:26 256.04919:15 256.17554:24 256.23804:503 256.33084:18 256.42545:14 256.50308:26 256.76706:27 296.80075:43 297.38065:26 298.43323:62 340.96707:26 462.29617:59 462.69724:19 480.3111:422 490.32608:87 558.05035:69 589.02765:15 622.88806:13 673.56714:12 718.53522:112
15,pos_3207,Simple ID,Other possible annotated peaks for this cluster.,15,pos,3207,11.941,808.58832,[M+H]+,generic,C46H82NO8P,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))",7.2013,7.2013,Unknown,3,57,808.5883,[M+H]+,807.5778052,-0.0032183,3.296,Phosphatidylcholines,AKLWUKOTFBFPBC-RCKQDAJWSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCC=CCC=CCC=CCC=CCC,"HMDB=HMDB0008465,ChEBI=CHEBI:88914,YMDB=YMDB02134,FooDB=FDB025655,BMDB=BMDB08465,LipidMAPS=LMGP01012211,Urine=HMDB0008465,Saliva=HMDB0008465,Serum=HMDB0008465,COCONUT=CNP0218964",8.874,10.3374,10.851,10.5842,11.2438,11.0126,11.1853,10.4427,10.5131,10.6494,9.1881,10.5508,12.2366,11.4308,10.5555,11.4357,10.1288,10.2741,11.5727,6.5061,10.6119,0.301,0.0912,0.1013,12.8982,11.978,12.415,11.604,11.1526,56.04874:131 60.08082:1325 71.07368:137 71.50174:66 75.89373:36 80.97329:81 86.09654:4096 86.15775:19 86.19002:21 86.4904:37 87.09959:143 97.10055:82 97.12737:11 98.98338:399 104.08582:58 104.10603:708 104.16358:12 124.9704:94 125.00038:1126 125.0312:49 125.12177:14 125.19196:14 125.77585:36 126.31554:18 131.92563:21 163.01323:78 166.06454:44 180.46579:32 184.04018:81 184.07367:41152 184.16426:757 184.28175:34 184.31575:119 184.34657:50 184.38136:47 184.42357:48 184.44264:35 184.46664:27 184.59848:24 184.76381:37 184.95729:22 185.02342:48 185.07491:119 185.12781:16 185.36436:28 185.39278:39 185.54662:19 187.90495:16 188.69203:19 265.78455:16 304.07214:21 333.21036:31 341.30261:81 357.71725:29 524.31531:12 535.15967:26 625.50775:91
16,pos_2188,Double ID,Other possible annotated peaks for this cluster.,8,pos,2188,20.088,646.65118,[M+H-H2O]+,generic,C43H85NO3,Ceramide (d18:1/25:0),6.3785,6.3785,Unknown,3,18,646.6512,[M+H-H2O]+,663.6529456,-0.0015426,3.126,Secondary alcohols,QHPYSHVSWAOLHS-PVNBSDFKSA-N,O=C(NC(CO)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCCCCCCCC,"HMDB=HMDB0004957,ChEBI=CHEBI:134548,FooDB=FDB023544,BMDB=BMDB04957,LipidMAPS=LMSP02010013,Feces=HMDB0004957,Serum=HMDB0004957,PubChem=9547202,BLEXP=BLEXPDB00009547202,COCONUT=CNP0213439",0.005,0.0043,0.0044,0.0165,0.0044,0.0053,0.0064,0.0525,0.0093,0.0066,0.0049,0.0344,0.0047,0.0061,0.005,0.0045,0.0061,0.0092,0.0079,0.0015,0.0044,0,0,0.0237,0.0248,0.0821,0.0963,0.0779,0.0567,83.08525:48 125.13239:121 161.12993:26 197.07805:249 197.11542:17 206.19836:139 216.12329:67 236.13402:20 250.24776:44 264.26788:798 264.43723:14 276.1694:89 282.27933:194 292.3002:55 616.63275:70 628.64014:72 645.633:23 646.64899:207
17,neg_1033,Unknown compound,,1,neg,1033,14.034,699.5202,[M+Cl]-,,,,,,,,,,,,,,,,,,0.4774,0.4114,0.547,0.6533,0.5995,0.6711,0.5414,0.4103,0.529,0.592,0.5448,0.4704,0.3955,0.4572,0.6259,0.5729,0.4963,0.5981,0.6316,0.5425,0.521,0,0,0,0.3208,0.3489,0.3918,0.3953,0.3951,52.47544:11 56.06915:58 58.70606:26 58.7203:42 59.01433:4698 59.06788:77 59.10285:58 59.14153:26 59.21409:12 59.22412:34 59.25789:18 59.27927:30 59.30119:57 59.3757:27 59.40237:36 59.71646:47 73.89164:46 79.30201:21 88.62382:11 101.93258:76 102.20338:31 115.87112:116 123.09535:17 128.03435:76 143.96895:27 145.05966:14 157.98575:13 160.62662:17 160.92738:98 171.92374:12 178.98555:42 181.60759:12 193.81639:11 194.16557:34 201.32381:74 213.2332:38 224.98367:22 252.2719:138 252.30824:12 253.21863:151 254.68721:54 269.15775:37 271.6955:44 272.01031:30 272.17691:13 282.99323:23 292.77664:33 306.81601:22 314.6763:31 340.27466:11 345.72263:26 367.35843:65 371.25824:41 374.29837:75 399.23032:21 415.59641:19 427.2919:26 458.09534:47 474.72083:34 480.65698:212 480.70993:12 506.1362:26 557.22455:89 565.76758:51 580.64618:23 583.6745:20 602.10425:31 606.12238:68 634.12067:21 639.65393:13 640.36658:76 660.10583:44 697.71881:61 698.50623:75 699.32764:62
18,neg_1036,Unknown compound,,1,neg,1036,16.751,700.60138,[M-H]-,,,,,,,,,,,,,,,,,,0.0755,0.0874,0.1021,0.0911,0.0828,0.073,0.0911,0.204,0.2172,0.111,0.0632,0.2909,0.094,0.0758,0.0899,0.0668,0.075,0.0956,0.1031,0.1019,0.1018,0.1977,0.2327,0.1709,0.1849,0.221,0.1896,0.1736,0.1515,60.94202:52 61.84335:12 67.8595:15 72.81113:25 76.69006:187 85.64236:120 88.33944:25 92.15979:59 109.88164:33 111.40616:23 118.68978:30 128.51073:29 128.66963:35 140.53256:31 147.0267:70 155.87108:39 159.04085:47 176.15167:29 176.26381:29 187.01099:31 187.70081:23 195.48961:109 222.89752:221 222.93951:12 224.08615:95 232.2081:26 238.06143:27 239.5638:22 244.7747:30 252.15282:256 252.19595:28 261.5878:39 262.87668:35 273.88879:102 285.46033:42 288.90097:11 297.08011:36 299.80759:49 316.95163:48 317.54825:32 318.1507:10 328.96146:15 328.98584:17 351.10678:15 360.39584:22 361.22769:32 365.22198:34 368.36511:113 368.73752:15 380.28635:52 391.75195:71 398.85748:10 407.19305:19 482.69766:17 497.26877:15 512.78125:41 532.44562:77 534.89392:13 544.0564:44 548.87579:91 558.17651:60 559.73315:24 568.96552:51 569.43677:13 585.33087:38 586.48206:34 601.16791:18 628.40759:12 640.61755:156 663.99768:86 665.62878:30 668.6131:14 672.64331:49 684.34229:22 692.34192:167 695.84692:13 696.40753:11 700.60162:1835 701.05487:22
19,neg_1039,Simple ID,Other possible annotated peaks for this cluster.,7,neg,1039,14.573,701.53644,[M+CH3COONa-H]-,generic,C39H72O5,"DG(18:0/18:2(9Z,12Z)/0:0)",5.5415,5.5415,Unknown,3,42,701.5364,[M+CH3COONa-H]-,620.5379754,-0.002626,2.434,Lineolic acids and derivatives,AJMZUFBKADIAKC-SKTOPKGQSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCCCCC)CO)CCCCCCCCCCCCCCCCC,"HMDB=HMDB0007161,ChEBI=CHEBI:77097,FooDB=FDB024355,BMDB=BMDB07161,LipidMAPS=LMGL02010050,Serum=HMDB0007161,BLEXP=BLEXPDB00006441562,COCONUT=CNP0346939",0.8931,0.8581,0.9108,1.0236,0.9056,0.9393,0.952,0.667,0.8696,0.8519,0.889,0.6114,0.8035,0.7028,1.0525,0.9222,0.9421,0.8787,1.0727,1.0503,0.8722,0,0,0,0.5962,0.6765,0.692,0.6957,0.7144,58.77435:11 59.01401:6004 59.07345:28 59.11971:31 59.21499:43 59.26025:13 59.31773:15 59.48959:42 59.64676:14 59.84556:37 60.35289:65 70.69756:28 73.18953:76 74.99252:18 77.17718:50 109.85126:24 127.7829:33 141.0515:21 177.47327:17 185.3374:14 192.57535:12 207.94745:35 222.92889:33 255.23514:61 304.97205:32 307.7482:85 309.59842:21 310.30872:20 310.62057:12 326.40018:11 330.02234:23 358.38712:15 394.37024:41 421.66989:21 430.55902:30 446.13824:27 462.17383:21 469.23914:23 470.07117:112 478.4722:48 560.09088:54 701.54327:28
20,pos_2302,Simple ID,Other possible annotated peaks for this cluster.,11,pos,2302,15.17,662.57306,[M+NH4]+,generic,Spectral DB search,DG 38:4|DG 18:1_20:3,8.7325,8.7325,Unknown,3,38,662.5731,[M+NH4]+,-1,0,5,DG,ZXWSLQAQQZOXNU-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCC=CCC=CCC)CO)CCCCCCCC=CCCCCCCCC,,0.0822,0.0896,0.0669,0.0849,0.0658,0.0673,0.066,0.0649,0.0863,0.0546,0.0593,0.0593,0.0757,0.0596,0.082,0.0522,0.0477,0.0714,0.0708,0.0983,0.0991,0,0,0,0.0579,0.0475,0.0541,0.0653,0.0586,67.05451:108 81.06921:253 81.10722:10 85.09959:104 109.10195:90 121.10155:100 131.08679:87 159.1153:27 187.14929:50 191.17874:93 201.16266:48 267.19684:17 271.24487:64 289.2522:475 337.26987:131 339.28955:1276 340.29105:48 340.3205:35 357.30286:55 361.27573:39 363.28857:1300 363.43918:12 364.10217:14 364.80008:10 365.29895:134 461.36017:47 495.26636:133 495.41296:10 507.43704:110 553.49426:50 607.39557:111 627.53485:606 628.36798:20 645.54547:627 646.54095:101 662.21857:18 662.44861:37 662.57318:208
21,neg_1041,Simple ID,,1,neg,1041,18.403,702.61554,[M+Cl]-,generic,C42H85NO4,N-(2-hydroxytetracosanoyl)sphinganine,4.3907,4.3907,Unknown,3,101,702.6155,[M+Cl]-,667.6478602,0.0017615,2.361,Ceramides,DGORBCXEWSENPF-VDBFUNMCNA-N,O=C(NC(CO)C(O)CCCCCCCCCCCCCCC)C(O)CCCCCCCCCCCCCCCCCCCCCC,"ChEBI=CHEBI:52371,LipidMAPS=LMSP02020033,COCONUT=CNP0191028",0.0298,0.0164,0.0209,0.0225,0.0216,0.03,0.025,0.1316,0.1495,0.029,0.0174,0.1764,0.0202,0.0266,0.0246,0.025,0.0226,0.0314,0.0318,0.0236,0.0282,0.4228,0.3785,0.2879,0.0804,0.1155,0.0923,0.0826,0.0606,50.98305:43 54.04203:24 61.98859:160 62.23198:22 65.17342:41 67.91687:53 67.96269:36 69.18233:66 81.58095:27 82.20371:42 84.33199:73 94.77068:49 94.96195:22 105.07175:158 105.78741:15 113.16263:15 127.00126:75 130.36346:51 133.35832:141 134.57703:17 136.58049:21 139.75038:21 143.40228:28 152.08716:10 152.1913:40 159.37485:83 161.97304:12 162.93446:29 170.21117:141 170.83202:97 174.01233:13 179.87469:114 185.90329:70 189.10449:18 198.3569:17 201.68475:28 208.60912:12 220.38341:61 224.08641:42 224.79605:17 226.50735:53 236.76024:33 245.0217:48 248.81891:37 264.13855:44 273.27835:14 273.44528:29 282.2399:34 286.88324:73 289.63171:49 297.43323:38 303.08261:43 310.66861:16 311.02493:16 315.18988:87 328.14621:144 351.20377:30 354.90756:16 370.36728:27 377.12863:265 377.19946:27 390.43781:21 396.41492:57 400.05704:14 409.18399:17 413.19772:31 416.13022:31 451.48993:30 458.41428:47 469.06589:34 497.16266:27 506.28738:264 528.67505:101 551.33667:72 555.00049:143 576.00415:140 584.54144:26 588.03973:26 616.4837:25 627.38879:19 642.8587:36 655.90228:31 661.47876:35 665.13019:50 666.31183:37 666.52844:12 669.03479:51 671.99664:18 681.08502:31 686.69708:40 692.2699:21 695.93793:16 696.40753:69 698.17041:72 700.81451:27 702.40717:36 702.61682:2213 702.7204:22 702.82239:22 703.00067:107 703.08899:57
22,neg_1042,Unknown compound,,1,neg,1042,14.798,703.4516,[M-H]-,,,,,,,,,,,,,,,,,,0.0717,0.0733,0.0967,0.1416,0.0297,0.1252,0.0625,0.0956,0.0545,0.0496,0.0696,0.0737,0.0967,0.1138,0.118,0.083,0.0635,0.0663,0.0807,0.1087,0.1148,0,0,0,0.1042,0.1232,0.1149,0.1221,0.1035,56.0751:12 58.09994:16 59.01383:921 59.04496:16 59.13218:16 59.16693:13 60.51212:67 60.53016:14 61.98823:31 69.22208:29 77.28336:16 92.95525:54 106.15385:90 129.71103:72 129.72607:21 153.09212:112 158.97427:56 159.26825:35 174.73505:30 189.45724:16 195.68362:29 199.71558:31 206.65117:184 210.56688:49 217.19986:18 218.98753:24 235.13008:64 255.52321:37 274.32571:43 286.18198:58 290.45087:231 290.50299:12 290.52914:11 292.58017:23 314.48489:26 359.75537:15 369.4451:68 409.39148:18 411.43304:41 446.90131:21 489.34061:31 490.45609:28 491.04114:32 517.56879:41 524.11279:33 567.94464:10 584.19458:61 611.42908:31 612.84094:12 632.95618:78 643.58093:222 652.30481:13 653.36011:33 670.87982:99 678.96997:26 703.23859:81
23,pos_2306,Double ID,Other possible annotated peaks for this cluster.,32,pos,2306,15.863,662.57501,[M+NH4]+,generic,C41H72O5,DG(18:0/0:0/20:4n6),6.3867,6.3867,Unknown,3,111,662.575,[M+NH4]+,644.5379754,-0.003199,3.23,Other hydroxyeicosapolyenoic acids,AMRUKLMZDPPJNU-GSEBOFAUSA-N,O=C(OCC(O)COC(=O)CCCCCCCCCCCCCCCCC)CCCC=CCC=CCC=CCC=CCCCCC,"HMDB=HMDB0056052,BLEXP=BLEXPDB00006443869",8.3432,9.12,8.5913,9.2869,3.5238,9.1688,5.8842,7.4314,10.3479,8.3279,8.9173,8.1808,3.005,8.2793,5.7768,10.5493,10.0164,9.2261,4.8891,2.9804,8.4496,0.0236,0,0.0259,7.774,8.019,2.7996,8.1208,6.8308,55.2808:14 57.07061:257 67.05522:116 69.06934:211 71.08504:529 81.06962:278 83.04781:161 83.08443:494 85.06236:144 85.10152:109 91.05397:540 93.06952:311 95.08571:93 105.07069:116 107.08487:228 107.3241:11 107.36264:59 109.10107:300 115.07515:194 115.10568:13 119.08411:274 119.11612:12 119.51669:19 121.09983:140 123.11599:148 125.09417:158 127.25355:20 129.04965:97 131.08649:306 133.10031:554 135.07881:84 135.11739:282 137.13145:28 137.59587:26 143.08487:254 143.13147:16 145.10017:19 147.11668:178 149.0966:237 149.13058:94 149.1647:10 151.1127:70 152.05835:60 157.09645:46 159.11588:128 161.09734:250 161.1295:43 163.11264:37 167.106:205 167.13965:63 169.08865:134 171.11761:261 173.13254:156 175.14941:289 179.15955:35 183.21175:111 185.13818:183 189.1274:115 189.16377:144 189.18866:13 190.16577:122 199.14787:129 201.16168:209 201.18163:121 201.20677:14 203.13963:36 203.17886:1199 203.93161:27 203.97282:54 213.16402:146 226.72014:14 227.17033:144 239.1814:73 245.2245:139 259.24051:323 260.90085:29 267.26743:95 267.4187:13 269.2262:1200 269.83188:124 271.6644:12 285.27881:154 287.2366:1408 287.60281:49 339.41092:27 341.22565:20 341.30569:11294 341.43115:22 341.50192:48 341.5488:14 341.65598:32 341.69455:22 341.77814:10 342.20236:34 342.30841:204 344.15176:23 361.11078:15 361.27255:1777 361.34201:16 362.31589:18 380.26236:13 405.28101:30 495.26044:101 501.39441:64 517.4328:43 551.33069:131 602.1651:10 627.53479:496 628.53284:50 645.53888:211 662.51788:58
24,neg_1047,Simple ID,,33,neg,1047,16.332,704.61969,[M+Na-2H]-,generic,C42H85NO5,N-(2-hydroxydocosanoyl)-4-hydroxyeicosasphinganine,5.6123,5.6123,Unknown,3,180,704.6197,[M+Na-2H]-,683.6427748,-0.0022574,2.977,Phytoceramides,FDTBNEUMLZRTDJ-KGXKBISVSA-N,O=C(NC(CO)C(O)C(O)CCCCCCCCCCCCCCCC)C(O)CCCCCCCCCCCCCCCCCCCC,"ChEBI=CHEBI:66986,LipidMAPS=LMSP02030022",5.4069,6.6826,7.4559,8.4968,5.7205,5.7391,7.2169,5.0046,7.4678,6.4262,4.842,5.2023,5.371,5.8112,6.5628,7.2638,7.3654,6.486,5.929,6.8466,6.8849,0,0,0,5.7912,6.5909,7.426,7.2374,7.2586,52.95747:23 58.75353:36 59.01376:2271 59.05472:19 59.0868:12 59.37322:20 70.38197:11 77.15881:13 79.246:14 101.64815:47 104.5733:231 104.61266:15 113.1338:23 115.6539:73 126.23551:29 127.15891:78 127.28051:10 128.37704:55 139.66467:56 146.58479:13 154.35966:38 154.80049:23 162.52228:12 169.10484:80 169.85052:72 173.1387:53 181.93752:31 185.67276:139 193.07368:22 193.22205:20 193.73599:61 202.87163:26 206.50279:90 206.52655:17 236.35138:49 252.25101:22 254.8889:33 261.22723:115 276.4574:28 281.02878:113 282.13483:21 283.85962:28 284.15045:178 293.2287:38 293.25958:100 302.05536:15 316.81345:33 319.27954:37 320.95883:28 344.6788:104 344.99445:96 345.03891:12 345.81284:35 345.89047:52 347.31918:123 348.18564:120 351.47916:62 353.71695:35 353.98392:26 356.0741:24 359.92776:13 362.70325:24 364.35828:114 364.38123:48 365.34369:424 365.53204:14 365.67426:60 386.16522:24 387.86682:17 388.36182:153 390.37781:104 391.37512:55 399.03989:21 421.08273:13 428.00226:14 434.9187:48 436.44382:13 442.92929:52 456.83884:30 466.39874:48 467.12744:60 474.55185:93 483.91275:11 486.79947:24 487.65106:29 490.77197:98 496.64011:25 508.32538:88 515.0705:17 523.39783:68 534.57288:40 534.81598:151 535.88409:17 563.84418:16 568.79858:13 575.33344:40 596.57544:16 603.38226:41 612.57404:49 612.78827:27 614.39935:24 614.58093:113 615.08777:41 620.42419:51 623.12317:120 627.53522:11 627.60815:28 630.21265:13 633.4295:68 639.8031:33 640.00092:12 640.23724:57 640.29883:36 640.34088:43 640.40991:48 640.56818:23 640.60535:63 640.75305:22 640.82068:80 640.9201:16 641.14008:36 641.23486:58 641.26331:34 641.67188:12 643.09039:91 644.40997:59 644.4519:42 644.5976:21727 644.7663:55 644.86548:95 644.93689:115 645.03326:62 645.07855:75 645.12848:71 645.15729:57 645.21582:150 645.30029:190 645.39526:120 645.42773:98 645.53564:656 645.60034:2700 645.74261:105 645.81012:60 645.88196:53 645.95044:87 645.9726:66 646.07812:104 646.1217:109 646.15533:113 646.26526:70 646.33411:16 646.36066:26 646.42499:57 646.46667:36 646.53796:31 646.61407:84 646.69733:101 646.82904:35 646.98853:23 647.05005:39 647.13702:101 647.35968:21 647.64343:37 647.97675:31 648.26184:27 648.30634:31 648.38959:11 648.42114:34 651.94202:52 652.93018:12 658.39386:40 659.04968:46 664.271:17 666.24109:24 668.55219:100 699.96088:15 700.80151:26 702.91516:40 704.5199:76 704.62048:327
25,neg_1051,Unknown compound,,2,neg,1051,16.663,705.56525,[M+Cl]-,,,,,,,,,,,,,,,,,,0.1793,0.1849,0.2127,0.2083,0.2335,0.2558,0.2114,0.1402,0.191,0.2202,0.2197,0.1706,0.1874,0.1687,0.2624,0.2776,0.2171,0.2652,0.2209,0.2456,0.2273,0.5521,0,0,0.1569,0.1696,0.1687,0.1522,0.1687,54.11757:28 58.75336:30 59.01435:2991 59.04832:81 59.15686:77 59.19675:31 59.2638:12 59.32487:21 59.61069:38 72.87038:70 74.40348:20 79.55795:18 112.98546:310 113.01508:10 115.47198:196 123.35832:26 125.71646:49 128.62851:24 143.05566:12 156.28207:52 157.97714:23 172.95805:33 217.85532:33 222.98:35 225.14857:95 249.15427:132 262.22873:44 266.73425:23 267.25143:86 279.32776:40 289.51837:140 293.77087:97 313.8873:14 319.88876:39 331.3779:27 349.33673:32 365.36169:71 373.22485:111 382.9816:35 389.36404:22 390.37091:47 391.37469:58 411.28467:56 417.88763:36 432.81818:19 437.27451:21 457.31436:33 462.70346:13 466.9823:33 484.99203:11 498.46042:17 517.07147:34 517.12561:17 518.26367:82 531.50861:37 531.61133:55 580.60284:96 597.33905:42 609.50128:105 623.45062:44 625.90906:30 627.52087:716 627.74512:54 627.79675:76 627.86456:34 628.51617:114 628.81549:56 645.53284:203 646.33344:29 646.5379:50 666.0863:185 666.1532:15 690.63312:59 702.85101:150
26,neg_867,Simple ID,Other possible annotated peaks for this cluster.,36,neg,867,17.607,646.61462,[M-H]-,generic,C42H81NO3,Cer(d18:1/24:1(15Z)),5.8993,5.8993,Unknown,3,24,646.6146,[M-H]-,647.6216455,-0.000231,2.914,Ceramides,VJSBNBBOSZJDKB-KPEYJIHVSA-N,O=C(NC(CO)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCC=CCCCCCCCC,"HMDB=HMDB0004953,ChEBI=CHEBI:74450,FooDB=FDB023540,BMDB=BMDB04953,LipidMAPS=LMSP02010009,Feces=HMDB0004953,Serum=HMDB0004953,PubChem=5283568,BLEXP=BLEXPDB00005283568,COCONUT=CNP0248961",2.3029,3.3533,3.4908,3.4562,2.8913,2.2137,3.3249,3.58,4.3203,3.3579,1.9739,3.7858,2.9547,3.0299,2.5518,2.6512,2.622,2.731,2.6963,3.2231,3.0429,0.0576,0,0,3.1914,3.7528,3.425,3.1418,2.8972,91.32744:14 97.67189:55 112.63299:31 113.3009:109 154.69196:34 237.2144:124 251.2355:61 263.24039:93 308.29099:11 363.31238:43 364.35944:35 366.33661:32 391.38031:47 410.07062:49 547.41022:25 598.32587:51 616.59448:46 616.65771:14 642.21857:16 646.53271:31 646.61212:2333 646.85419:23 647.02209:22 647.10565:60
